image_id,gt,pred,match,qty_pct,unit_pct,ctx_pct,full3f_pct,full4f_pct
1.png,5,5,4,100,100,100,100,100
101.png,11,11,11,91,91,100,91,91
102.png,18,22,13,77,92,62,77,62
103.jpeg,18,20,17,76,82,88,65,59
104.jpeg,18,19,15,80,80,87,73,73
105.png,18,16,13,69,100,54,69,46
106.png,2,8,2,100,50,0,50,0
107.png,10,16,10,80,50,100,50,50
108.jpeg,11,18,10,70,70,100,70,70
109.jpeg,9,12,9,100,100,100,100,100
110.jpeg,6,6,6,100,100,100,100,100
111.jpeg,1,2,1,100,0,0,0,0
112.jpeg,1,2,1,100,0,0,0,0
113.jpeg,20,22,14,50,100,86,50,50
114.jpeg,20,22,15,80,100,80,80,80
115.png,9,16,8,88,88,100,88,88
116.jpeg,18,15,15,100,80,100,80,80
117.jpeg,9,7,7,57,29,100,14,14
118.jpeg,20,15,13,8,85,31,0,0
119.jpeg,20,12,10,0,100,20,0,0
12.png,16,13,11,91,100,100,82,82
120.jpeg,26,70,25,92,60,100,56,56
121.jpeg,20,24,13,85,77,92,69,69
15.png,42,9,9,100,100,100,100,100
17.png,4,7,4,100,75,100,75,75
2.png,16,14,13,69,77,54,54,31
20.png,48,66,43,42,58,84,26,26
201.jpeg,16,14,7,100,100,57,100,57
26.png,8,7,7,29,86,100,29,29
27.png,13,21,12,83,75,100,25,25
30.png,18,17,15,100,53,100,40,40
33.png,26,28,22,95,91,95,86,86
34.png,40,60,39,95,100,97,95,92
35.jpeg,4,3,3,67,67,67,67,67
4.png,8,22,8,62,88,100,62,62
41.png,8,7,7,57,86,100,57,57
42.png,18,12,12,100,50,92,42,42
45_1.png,18,13,13,77,69,100,46,46
45_2.png,8,7,7,71,71,100,57,57
51.png,18,14,9,89,78,56,0,0
53.png,18,14,11,100,82,55,0,0
56.jpeg,10,6,4,25,100,50,25,25
57.jpeg,10,12,4,75,100,50,75,25
59.png,28,30,23,78,74,100,57,57
6.png,6,6,6,100,100,100,100,100
61.png,22,20,19,100,100,100,100,100
63.png,22,23,19,95,100,95,84,84
64.png,8,8,8,100,75,100,75,75
67.jpeg,4,0,0,0,0,0,0,0
68.jpeg,34,18,2,0,100,50,0,0
78.jpeg,2,5,2,0,0,50,0,0
8.png,18,11,11,36,64,91,9,9
82.jpeg,12,5,5,20,20,80,0,0
88.png,16,13,9,78,100,100,78,78
9.jpeg,4,7,4,75,100,25,75,0
90.png,17,18,16,81,75,81,69,62
91.png,16,22,15,93,80,93,80,80
