image_id,n_ground_truth,n_predicted,nutrient_matches,qty_acc_pct,unit_acc_pct,ctx_acc_pct,f1_3field_pct,f1_4field_pct,tp,fp,fn,precision,recall,f1
1.png,5,7,4,100,100,100,100,100,4,3,1,0.5714,0.8,1.0
101.png,11,12,11,91,91,100,91,91,10,2,1,0.8333,0.9091,0.91
102.png,18,22,13,77,92,62,77,62,8,14,10,0.3636,0.4444,0.62
103.jpeg,18,31,17,76,82,88,65,59,10,21,8,0.3226,0.5556,0.59
104.jpeg,18,28,15,80,80,87,73,73,11,17,7,0.3929,0.6111,0.73
105.png,18,18,13,69,100,54,69,46,6,12,12,0.3333,0.3333,0.46
106.png,2,7,2,100,50,0,50,0,0,7,2,0.0,0.0,0.0
107.png,10,16,10,80,50,100,50,50,5,11,5,0.3125,0.5,0.5
108.jpeg,11,18,10,70,70,100,70,70,7,11,4,0.3889,0.6364,0.7
109.jpeg,9,12,9,100,100,100,100,100,9,3,0,0.75,1.0,1.0
110.jpeg,6,4,4,100,100,100,100,100,4,0,2,1.0,0.6667,1.0
111.jpeg,1,2,1,100,0,0,0,0,0,2,1,0.0,0.0,0.0
112.jpeg,1,2,1,100,0,0,0,0,0,2,1,0.0,0.0,0.0
113.jpeg,20,22,14,50,100,86,50,50,7,15,13,0.3182,0.35,0.5
114.jpeg,20,19,15,80,100,80,80,80,12,7,8,0.6316,0.6,0.8
115.png,9,16,8,88,88,100,88,88,7,9,2,0.4375,0.7778,0.88
116.jpeg,18,12,12,100,100,100,100,100,12,0,6,1.0,0.6667,1.0
117.jpeg,9,8,7,57,14,100,14,14,1,7,8,0.125,0.1111,0.14
118.jpeg,20,12,11,9,100,27,0,0,0,12,20,0.0,0.0,0.0
119.jpeg,20,12,10,0,100,20,0,0,0,12,20,0.0,0.0,0.0
12.png,16,17,11,91,100,91,73,73,8,9,8,0.4706,0.5,0.73
120.jpeg,26,63,22,86,59,100,50,50,11,52,15,0.1746,0.4231,0.5
121.jpeg,20,23,11,82,91,91,82,82,9,14,11,0.3913,0.45,0.82
15.png,42,9,9,100,100,100,100,100,9,0,33,1.0,0.2143,1.0
17.png,4,7,4,100,75,100,75,75,3,4,1,0.4286,0.75,0.75
2.png,16,14,13,69,77,54,54,31,4,10,12,0.2857,0.25,0.31
20.png,48,69,39,38,54,82,21,21,8,61,40,0.1159,0.1667,0.21
201.jpeg,16,16,7,100,100,57,100,57,4,12,12,0.25,0.25,0.57
26.png,8,7,6,17,83,100,17,17,1,6,7,0.1429,0.125,0.17
27.png,13,21,12,83,75,100,25,25,3,18,10,0.1429,0.2308,0.25
30.png,18,14,12,100,67,100,50,50,6,8,12,0.4286,0.3333,0.5
33.png,26,31,22,95,91,95,86,86,19,12,7,0.6129,0.7308,0.86
34.png,40,62,39,95,100,97,95,92,36,26,4,0.5806,0.9,0.92
35.jpeg,4,5,3,67,67,67,67,67,2,3,2,0.4,0.5,0.67
4.png,8,31,7,71,86,100,71,71,5,26,3,0.1613,0.625,0.71
41.png,8,7,6,67,83,100,67,67,4,3,4,0.5714,0.5,0.67
42.png,18,9,9,100,56,89,56,56,5,4,13,0.5556,0.2778,0.56
45_1.png,18,10,10,70,80,90,60,60,6,4,12,0.6,0.3333,0.6
45_2.png,8,7,6,67,67,100,67,67,4,3,4,0.5714,0.5,0.67
51.png,18,17,11,73,82,55,0,0,0,17,18,0.0,0.0,0.0
53.png,18,16,13,100,85,54,0,0,0,16,18,0.0,0.0,0.0
56.jpeg,10,6,4,25,100,50,25,25,1,5,9,0.1667,0.1,0.25
57.jpeg,10,12,4,75,100,50,75,25,1,11,9,0.0833,0.1,0.25
59.png,28,37,25,76,76,100,56,56,14,23,14,0.3784,0.5,0.56
6.png,6,6,6,100,100,100,100,100,6,0,0,1.0,1.0,1.0
61.png,22,24,19,100,100,100,100,100,19,5,3,0.7917,0.8636,1.0
63.png,22,23,19,95,100,95,84,84,16,7,6,0.6957,0.7273,0.84
64.png,8,8,8,100,75,100,75,75,6,2,2,0.75,0.75,0.75
67.jpeg,4,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0
68.jpeg,34,11,2,0,100,50,0,0,0,11,34,0.0,0.0,0.0
78.jpeg,2,9,2,0,0,50,0,0,0,9,2,0.0,0.0,0.0
8.png,18,12,11,36,64,91,9,9,1,11,17,0.0833,0.0556,0.09
82.jpeg,12,7,5,20,40,60,0,0,0,7,12,0.0,0.0,0.0
88.png,16,13,9,78,100,100,78,78,7,6,9,0.5385,0.4375,0.78
9.jpeg,4,15,4,75,100,25,75,0,0,15,4,0.0,0.0,0.0
90.png,17,20,16,81,75,81,69,62,10,10,7,0.5,0.5882,0.62
91.png,16,23,15,93,80,93,80,80,12,11,4,0.5217,0.75,0.8
