tag,image_id,gt_nutrient,gt_quantity,gt_unit,gt_context,pred_nutrient,pred_quantity,pred_unit,pred_context,reason
missing,1.png,Magnesiumsalze der Citronensäure,420,mg,per_daily_dose,,,,,nutrient not found in predictions
incorrect,1.png,Magnesiumbisglycinat,350,mg,per_daily_dose,Magnesiumbisglycinat,,,,qty: got None expected 350 | unit: got None expected mg | context: got None expected per_daily_dose
incorrect,101.png,Energie,1625,kJ,per_100g,Energie,,,,qty: got None expected 1625 | unit: got None expected kJ | context: got None expected per_100g
missing,101.png,Energie,383,kcal,per_100g,,,,,nutrient not found in predictions
missing,101.png,- davon gesättigte Fettsäuren,< 0.1,g,per_100g,,,,,nutrient not found in predictions
missing,101.png,- davon Zucker,8.9,g,per_100g,,,,,nutrient not found in predictions
missing,101.png,Eiweiß,6.3,g,per_100g,,,,,nutrient not found in predictions
incorrect,101.png,Thiamin,0.44,mg,per_100g,Thiamin,,,,qty: got None expected 0.44 | unit: got None expected mg | context: got None expected per_100g
incorrect,102.png,Energie,1502,kJ,per_100g,Energie,1.0,g,,qty: got 1.0 expected 1502 | unit: got g expected kJ | context: got None expected per_100g
incorrect,102.png,Energie,356,kcal,per_100g,Energie,7.7,g,per_100g,qty: got 7.7 expected 356 | unit: got g expected kcal
incorrect,102.png,Fett,7.7,g,per_100g,Fett,,,,qty: got None expected 7.7 | unit: got None expected g | context: got None expected per_100g
missing,102.png,- davon gesättigte Fettsäuren,1.1,g,per_100g,,,,,nutrient not found in predictions
incorrect,102.png,Kohlenhydrate,63,g,per_100g,Kohlenhydrate,0.6,g,,qty: got 0.6 expected 63 | context: got None expected per_100g
missing,102.png,- davon Zucker,31,g,per_100g,,,,,nutrient not found in predictions
incorrect,102.png,Ballaststoffe,5.1,g,per_100g,Ballaststoffe,0.02,g,,qty: got 0.02 expected 5.1 | context: got None expected per_100g
missing,102.png,Eiweiß,5.9,g,per_100g,,,,,nutrient not found in predictions
incorrect,102.png,Salz,0.14,g,per_100g,Salz,,,,qty: got None expected 0.14 | unit: got None expected g | context: got None expected per_100g
missing,102.png,Energie,188,kJ,per_serving (1 Riegel* (12.5 g)),,,,,nutrient not found in predictions
missing,102.png,Energie,45,kcal,per_serving (1 Riegel* (12.5 g)),,,,,nutrient not found in predictions
