image_id,n_ground_truth,n_predicted,nutrient_matches,qty_acc_pct,unit_acc_pct,ctx_acc_pct,f1_3field_pct,f1_4field_pct,tp,fp,fn,precision,recall,f1
106.png,2,7,2,100,50,0,50,0,0,7,2,0.0,0.0,0.0
111.jpeg,1,2,1,100,0,0,0,0,0,2,1,0.0,0.0,0.0
112.jpeg,1,2,1,100,0,0,0,0,0,2,1,0.0,0.0,0.0
113.jpeg,20,22,14,36,79,43,36,0,0,22,20,0.0,0.0,0.0
118.jpeg,20,11,10,0,90,60,0,0,0,11,20,0.0,0.0,0.0
119.jpeg,20,11,9,0,89,56,0,0,0,11,20,0.0,0.0,0.0
15.png,42,5,4,0,0,100,0,0,0,5,42,0.0,0.0,0.0
201.jpeg,16,14,7,100,86,0,86,0,0,14,16,0.0,0.0,0.0
51.png,18,17,11,55,82,64,0,0,0,17,18,0.0,0.0,0.0
53.png,18,16,13,85,85,62,0,0,0,16,18,0.0,0.0,0.0
