image_id,n_ground_truth,n_predicted,tp,fp,fn,precision,recall,f1,fast_rule_decision,likely_failure_source,descriptive_summary
1.png,5,7,4,3,1,0.5714,0.8,1.0,n/a,none,"Image: 1.png. GT=5, predicted=7, TP=4, FP=3, FN=1. Precision=0.57, recall=0.80, F1=1.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Magnesium (gesamt 400 mg [per_daily_dose]; Magnesiumoxid 400 mg [per_daily_dose]; Magnesiumbisglycinat 350 mg [per_daily_dose]  (+1 more)"
2.png,16,11,4,7,12,0.3636,0.25,0.36,n/a,none,"Image: 2.png. GT=16, predicted=11, TP=4, FP=7, FN=12. Precision=0.36, recall=0.25, F1=0.36. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Carbohydrate 70 g [per_100g]; Sugars 33 g [per_100g]; Protein 0 g [per_100g]  (+8 more)"
4.png,8,31,5,26,3,0.1613,0.625,0.71,n/a,none,"Image: 4.png. GT=8, predicted=31, TP=5, FP=26, FN=3. Precision=0.16, recall=0.62, F1=0.71. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Fat 0 g [per_100g]; Saturated Fats 0 g [per_100g]; Carbohydrate 56 g [per_100g]  (+4 more)"
6.png,6,6,6,0,0,1.0,1.0,1.0,n/a,none,"Image: 6.png. GT=6, predicted=6, TP=6, FP=0, FN=0. Precision=1.00, recall=1.00, F1=1.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Vitamin C 28 mg [per_serving]; Magnesium 56 mg [per_serving]; Potassium 70 mg [per_serving]  (+3 more)"
8.png,18,12,0,12,18,0.0,0.0,0.0,n/a,none,"Image: 8.png. GT=18, predicted=12, TP=0, FP=12, FN=18. Precision=0.00, recall=0.00, F1=0.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Protein 2.2 g [per_100g]; Protein 3.7  [per_100g]; Sugars 21271 g [per_100g]  (+8 more)"
9.jpeg,4,15,1,14,3,0.0667,0.25,0.25,n/a,none,"Image: 9.jpeg. GT=4, predicted=15, TP=1, FP=14, FN=3. Precision=0.07, recall=0.25, F1=0.25. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Vitamin C 60 mg [per_daily_dose]; Zinc 5 mg [per_daily_dose]; Vitamin C 30 mg [per_daily_dose]  (+1 more)"
12.png,16,15,4,11,12,0.2667,0.25,0.36,n/a,none,"Image: 12.png. GT=16, predicted=15, TP=4, FP=11, FN=12. Precision=0.27, recall=0.25, F1=0.36. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Energy 547 kj [per_100ml]; Energy 129 kcal [per_100ml]; Carbohydrate 32 g [per_100ml]  (+8 more)"
15.png,42,5,0,5,42,0.0,0.0,0.0,n/a,none,"Image: 15.png. GT=42, predicted=5, TP=0, FP=5, FN=42. Precision=0.00, recall=0.00, F1=0.00. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Salt   [per_100g]; Caffeine   [per_100g]; sium 3571mg/150mg7.5%*/300mg15%*)Chloride4762mg/200mg25%/400 mg 50%,Calcium 1428   [per_100g]  (+1 more)"
17.png,4,7,3,4,1,0.4286,0.75,0.75,n/a,none,"Image: 17.png. GT=4, predicted=7, TP=3, FP=4, FN=1. Precision=0.43, recall=0.75, F1=0.75. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Caffeine 100 mg [per_serving]; Niacin 2.4 mg ne [per_serving]; Vitamin B6 0.22 mg [per_serving]  (+1 more)"
20.png,48,68,8,60,40,0.1176,0.1667,0.21,n/a,none,"Image: 20.png. GT=48, predicted=68, TP=8, FP=60, FN=40. Precision=0.12, recall=0.17, F1=0.21. Likely failure source: none. Fast-rule decision: n/a.
  Correctly extracted: Carbohydrate 78.1 g [per_100g]; Calcium 800 mg [per_100g]; Magnesium 300 mg [per_100g]  (+36 more)"
