image_id,gt_nutrient,pred_nutrient,gt_qty,pred_qty,gt_unit,pred_unit,gt_context,pred_context,qty_match,unit_match,ctx_match,full_match_3f,full_match_4f
1.png,Magnesium (gesamt),Magnesium,400,400,mg,mg,per_daily_dose,,True,True,False,False,False
1.png,Magnesiumsalze der Citronensäure,Magnesium,420,1070,mg,,per_daily_dose,,False,False,False,False,False
1.png,Magnesiumoxid,Magnesiumoxid,400,400,mg,mg,per_daily_dose,,True,True,False,True,False
1.png,Magnesiummalat,Magnesiummalat,333,420,mg,mg,per_daily_dose,,False,True,False,False,False
101.png,Energie,Energie,1625,,kJ,,per_100g,,False,False,False,False,False
101.png,Fett,Fett,0.8,0.89,g,,per_100g,per_100g,False,False,True,False,False
101.png,- davon gesättigte Fettsäuren,gesättigte Fettsäuren,< 0.1,"<0,19",g,,per_100g,per_100g,False,False,True,False,False
101.png,Kohlenhydrate,Kohlenhydrate,86.1,86.19,g,,per_100g,per_100g,False,False,True,False,False
101.png,- davon Zucker,davon Zucker,8.9,8.9,g,g,per_100g,per_100g,True,True,True,True,True
101.png,Ballaststoffe,Ballaststoffe,3.0,3.09,g,,per_100g,per_100g,False,False,True,False,False
101.png,Eiweiß,Eiweiß,6.3,6.39,g,,per_100g,per_100g,False,False,True,False,False
101.png,Salz,Salz,0.09,0.099,g,,per_100g,per_100g,False,False,True,False,False
101.png,Thiamin,Thiamin,0.44,,mg,,per_100g,,False,False,False,False,False
101.png,Natrium,Natrium,36,36,mg,mg,per_100g,per_100g,True,True,True,True,True
102.png,Energie,Energie,1502,1.09,kJ,,per_100g,,False,False,False,False,False
102.png,Energie,Energie,356,1.79,kcal,,per_100g,per_100g,False,False,True,False,False
102.png,Fett,Fett,7.7,,g,,per_100g,,False,False,False,False,False
102.png,- davon gesättigte Fettsäuren,Fettsäuren,1.1,7.99,g,,per_100g,,False,False,False,False,False
102.png,Kohlenhydrate,Kohlenhydrate,63,3.99,g,,per_100g,,False,False,False,False,False
102.png,- davon Zucker,davon Zucker,31,0.69,g,,per_100g,,False,False,False,False,False
102.png,Ballaststoffe,Ballaststoffe,5.1,0.79,g,,per_100g,,False,False,False,False,False
102.png,Eiweiß,Eiweiß,5.9,0.029,g,,per_100g,,False,False,False,False,False
102.png,Salz,Salz,0.14,,g,,per_100g,,False,False,False,False,False
102.png,Fett,Fettsäuren,1.0,639,g,,per_serving (1 Riegel* (12.5 g)),per_100g,False,False,False,False,False
102.png,- davon gesättigte Fettsäuren,Fettsäuren,0.1,0.19,g,,per_serving (1 Riegel* (12.5 g)),,False,False,False,False,False
102.png,Kohlenhydrate,Kohlenhydrate,7.9,31,g,g,per_serving (1 Riegel* (12.5 g)),per_100g,False,True,False,False,False
102.png,- davon Zucker,davon Zucker,3.9,5.19,g,,per_serving (1 Riegel* (12.5 g)),per_100g,False,False,False,False,False
102.png,Ballaststoffe,Ballaststoffe,0.6,5.99,g,,per_serving (1 Riegel* (12.5 g)),per_100g,False,False,False,False,False
102.png,Eiweiß,Eiweiß,0.7,0.149,g,,per_serving (1 Riegel* (12.5 g)),per_100g,False,False,False,False,False
103.jpeg,Energie,Energie,1383,328,kJ,kcal,per_100g,per_100g,False,False,True,False,False
103.jpeg,Fett,Fett,3.7,3.7,g,g,per_100g,per_100g,True,True,True,True,True
103.jpeg,davon gesättigte Fettsäuren,Fettsäuren,0.4,0.49,g,kcal,per_100g,per_100g,False,False,True,False,False
103.jpeg,Kohlenhydrate,Kohlenhydrate,51,0.49,g,kcal,per_100g,per_100g,False,False,True,False,False
103.jpeg,davon Zucker,davon Zucker,51,519,g,kcal,per_100g,per_100g,False,False,True,False,False
103.jpeg,Ballaststoffe,Ballaststoffe,16,6.1,g,g,per_100g,per_100g,False,True,True,False,False
103.jpeg,Eiweiß,Eiweiß,7.7,51,g,g,per_100g,per_100g,False,True,True,False,False
103.jpeg,Salz,Salz,0,6.19,g,kcal,per_100g,per_100g,False,False,True,False,False
103.jpeg,Fett,Fett,0.4,7.7,g,g,per_serving (pro Port. (12g)),per_100g,False,True,False,False,False
