image_id,gt,pred,match,qty_pct,unit_pct,ctx_pct,full3f_pct,full4f_pct
1.jpeg,5,1,1,100,100,100,100,100
101.jpeg,11,10,10,40,60,100,20,20
102.jpeg,18,14,14,21,71,64,14,14
103.jpeg,18,15,15,20,73,40,13,0
104.jpeg,18,16,16,6,56,44,6,0
105.jpeg,18,12,12,0,50,75,0,0
106.jpeg,2,12,2,50,0,0,0,0
107.jpeg,10,16,10,0,50,100,0,0
108.jpeg,11,10,10,50,70,80,40,40
109.jpeg,9,8,8,38,62,100,38,38
110.jpeg,6,4,4,25,75,0,0,0
111.jpeg,1,2,1,100,0,0,0,0
112.jpeg,1,2,1,0,0,0,0,0
113.jpeg,20,12,12,8,67,17,0,0
114.jpeg,20,13,13,38,62,15,31,0
115.jpeg,9,8,8,12,62,100,0,0
116.jpeg,18,12,12,33,58,0,25,0
117.jpeg,9,5,5,0,20,100,0,0
118.jpeg,20,11,11,0,64,91,0,0
119.jpeg,20,9,9,11,67,100,0,0
12.jpeg,16,2,2,0,0,0,0,0
120.jpeg,26,44,26,46,50,77,23,19
121.jpeg,20,14,14,7,64,71,7,7
15.jpeg,42,1,1,0,0,0,0,0
17.jpeg,4,8,4,25,50,0,0,0
2.jpeg,16,13,13,15,69,62,15,15
20.jpeg,48,11,11,0,55,100,0,0
201.jpeg,16,10,10,10,60,80,0,0
26.jpeg,8,31,8,12,38,100,12,12
27.jpeg,13,0,0,0,0,0,0,0
30.jpeg,18,13,13,15,0,31,0,0
33.jpeg,26,21,21,0,48,0,0,0
34.jpeg,40,24,24,17,42,17,12,0
35.jpeg,4,3,3,67,67,67,67,67
4.jpeg,8,23,8,0,0,100,0,0
41.jpeg,8,10,8,0,0,100,0,0
42.jpeg,18,6,6,0,0,0,0,0
45_1.jpeg,18,10,10,10,0,0,0,0
45_2.jpeg,8,9,8,0,62,100,0,0
51.jpeg,18,14,14,14,64,0,0,0
53.jpeg,18,7,7,0,71,0,0,0
56.jpeg,10,4,4,0,50,100,0,0
57.jpeg,10,6,6,17,50,83,0,0
59.jpeg,28,8,8,25,75,100,0,0
6.jpeg,6,4,4,0,0,0,0,0
61.jpeg,22,2,2,0,0,0,0,0
63.jpeg,22,5,5,0,60,0,0,0
64.jpeg,8,6,6,0,33,0,0,0
67.jpeg,4,1,1,0,0,0,0,0
68.jpeg,34,14,14,0,36,0,0,0
78.jpeg,2,4,2,0,0,0,0,0
8.jpeg,18,2,2,0,0,0,0,0
82.jpeg,12,5,5,0,60,0,0,0
88.jpeg,16,12,12,17,67,33,0,0
9.jpeg,4,3,3,0,0,67,0,0
90.jpeg,17,16,16,38,62,0,25,0
91.jpeg,16,18,16,12,75,50,0,0
