image_id,gt_nutrient,pred_nutrient,gt_qty,pred_qty,gt_unit,pred_unit,gt_context,pred_context,qty_match,unit_match,ctx_match,full_match_3f,full_match_4f
1.jpeg,Magnesium (gesamt),Magnesium,400,400,mg,mg,per_daily_dose,,True,True,False,False,False
1.jpeg,Magnesiumsalze der Citronensäure,Magnesium,420,420,mg,mg,per_daily_dose,,True,True,False,False,False
1.jpeg,Magnesiumoxid,Magnesium,400,,mg,,per_daily_dose,,False,False,False,False,False
101.jpeg,Energie,Energie,1625,,kJ,,per_100g,,False,False,False,False,False
101.jpeg,Fett,Fett,0.8,,g,,per_100g,,False,False,False,False,False
101.jpeg,Kohlenhydrate,Kohlenhydrate,86.1,8.99,g,,per_100g,per_100g,False,False,True,False,False
101.jpeg,- davon Zucker,davon Zucker,8.9,,g,,per_100g,,False,False,False,False,False
101.jpeg,Ballaststoffe,Ballaststoffe,3.0,3.09,g,,per_100g,per_100g,False,False,True,False,False
101.jpeg,Eiweiß,Eiweiß,6.3,6.39,g,,per_100g,per_100g,False,False,True,False,False
101.jpeg,Salz,Salz,0.09,0.099,g,,per_100g,per_100g,False,False,True,False,False
101.jpeg,Thiamin,Thiamin,0.44,,mg,,per_100g,,False,False,False,False,False
101.jpeg,Natrium,Natrium,36,36,mg,mg,per_100g,per_100g,True,True,True,True,True
102.jpeg,Energie,Energie,1502,1.09,kJ,,per_100g,per_100g,False,False,True,False,False
102.jpeg,Energie,Energie,356,0.029,kcal,,per_100g,per_100g,False,False,True,False,False
102.jpeg,Fett,Fett,7.7,7.79,g,,per_100g,per_100g,False,False,True,False,False
102.jpeg,- davon gesättigte Fettsäuren,davon gesättigte,1.1,0.19,g,,per_100g,per_100g,False,False,True,False,False
102.jpeg,Kohlenhydrate,Kohlenhydrate,63,7.9,g,g,per_100g,per_100g,False,True,True,False,False
102.jpeg,- davon Zucker,davon Zucker,31,639,g,,per_100g,per_100g,False,False,True,False,False
102.jpeg,Ballaststoffe,Ballaststoffe,5.1,3.99,g,,per_100g,per_100g,False,False,True,False,False
102.jpeg,Eiweiß,Eiweiß,5.9,319,g,,per_100g,per_100g,False,False,True,False,False
102.jpeg,Salz,Salz,0.14,0.69,g,,per_100g,per_100g,False,False,True,False,False
102.jpeg,Energie,Energie,188,0.149,kJ,,per_serving (1 Riegel* (12.5 g)),per_100g,False,False,False,False,False
102.jpeg,Fett,Fettsäuren,1.0,1.19,g,,per_serving (1 Riegel* (12.5 g)),per_100g,False,False,False,False,False
102.jpeg,Salz,Salz,0.02,5.19,g,,per_serving (1 Riegel* (12.5 g)),per_100g,False,False,False,False,False
103.jpeg,Energie,Energie,1383,328,kJ,kcal,per_100g,per_100g,False,False,True,False,False
103.jpeg,Fett,Fett,3.7,3.7,g,g,per_100g,per_100g,True,True,True,True,True
103.jpeg,davon gesättigte Fettsäuren,Fettsäuren,0.4,0.49,g,kcal,per_100g,per_100g,False,False,True,False,False
103.jpeg,Kohlenhydrate,Kohlenhydrate,51,0.49,g,kcal,per_100g,per_100g,False,False,True,False,False
103.jpeg,davon Zucker,davon Zucker,51,519,g,kcal,per_100g,per_100g,False,False,True,False,False
103.jpeg,Ballaststoffe,Ballaststoffe,16,6.1,g,g,per_100g,per_100g,False,True,True,False,False
103.jpeg,Eiweiß,Eiweiß,7.7,51,g,g,per_100g,per_100g,False,True,True,False,False
103.jpeg,Salz,Salz,0,6.19,g,kcal,per_100g,per_100g,False,False,True,False,False
103.jpeg,Fett,Fett,0.4,7.7,g,g,per_serving (pro Port. (12g)),per_100g,False,True,False,False,False
103.jpeg,davon gesättigte Fettsäuren,Fett,0,0.99,g,kcal,per_serving (pro Port. (12g)),per_100g,False,False,False,False,False
103.jpeg,Salz,Salz,0,169,g,kcal,per_serving (pro Port. (12g)),per_100g,False,False,False,False,False
104.jpeg,Energie,Energie,1528,361,kJ,kcal,per_100g,per_100g,False,False,True,False,False
104.jpeg,Energie,Energie,361,0.1,kcal,g,per_100g,per_100g,False,False,True,False,False
104.jpeg,Fett,Fett,2.6,2.69,g,kcal,per_100g,per_100g,False,False,True,False,False
104.jpeg,davon gesättigte Fettsäuren,Fettsäuren,0.6,0.69,g,kcal,per_100g,per_100g,False,False,True,False,False
104.jpeg,Kohlenhydrate,Kohlenhydrate,72,729,g,kcal,per_100g,per_100g,False,False,True,False,False
104.jpeg,davon Zucker,davon Zucker,72,10,g,g,per_100g,per_100g,False,True,True,False,False
104.jpeg,Ballaststoffe,Ballaststoffe,10,729,g,kcal,per_100g,per_100g,False,False,True,False,False
104.jpeg,Eiweiß,Eiweiß,3.2,109,g,kcal,per_100g,per_100g,False,False,True,False,False
104.jpeg,Salz,Salz,0.1,109,g,kcal,per_100g,per_100g,False,False,True,False,False
104.jpeg,Salz,Salz,0,1.49,g,kcal,per_serving (pro Port. (14g)),per_100g,False,False,False,False,False
105.jpeg,Kohlenhydrate,Kohlenhydrate,52.1,089,g,,per_100g,per_serving,False,False,False,False,False
105.jpeg,Ballaststoffe,Ballaststoffe,15.5,0.0,g,g,per_100g,per_serving,False,True,False,False,False
