image_id,gt_nutrient,pred_nutrient,gt_quantity,pred_quantity,gt_unit,pred_unit,gt_context,pred_context,nutrient_match,quantity_match,unit_match,context_match,full_match_3f,full_match_4f,eval_method,nutrient_reason,quantity_reason,unit_reason,context_reason
1.jpeg,Magnesium (gesamt),Magnesium,400,400,mg,mg,per_daily_dose,,False,True,True,False,False,False,fast+llm,specificity rule violated: 'Magnesium' is less specific than 'Magnesium (gesamt)',quantities match within tolerance,units match and are consistent,"predicted context is missing, while ground truth has 'per_daily_dose'"
1.jpeg,Magnesiumsalze der Citronensäure,Magnesium,420,420,mg,mg,per_daily_dose,,False,True,True,False,False,False,fast+llm,Specific nutrient does not match.,Quantities are numerically equal within tolerance.,Units match and are consistent.,Contexts do not match after stripping serving-size suffix.
101.jpeg,Energie,Energie,1625,,kJ,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
101.jpeg,Fett,Fett,0.8,0.89,g,,per_100g,per_100g,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
101.jpeg,Kohlenhydrate,Kohlenhydrate,86.1,86.19,g,,per_100g,per_100g,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
101.jpeg,- davon Zucker,davon Zucker,8.9,8.99,g,,per_100g,per_100g,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
101.jpeg,Ballaststoffe,Ballaststoffe,3.0,3.09,g,,per_100g,per_100g,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
101.jpeg,Eiweiß,Eiweiß,6.3,6.39,g,,per_100g,per_100g,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
101.jpeg,Salz,Salz,0.09,0.099,g,,per_100g,per_100g,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
101.jpeg,Thiamin,Thiamin,0.44,,mg,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
101.jpeg,Natrium,Natrium,36,36,mg,mg,per_100g,per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
102.jpeg,Energie,Energie,1502,,kJ,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
102.jpeg,Fett,Fett,7.7,,g,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
102.jpeg,- davon gesättigte Fettsäuren,Fettsäuren,1.1,1.19,g,,per_100g,per_100g,True,False,False,True,False,False,fast+llm,Both specify 'Fettsäuren'.,Quantities do not match (1.1 vs 1.19).,"Predicted unit is missing, ground truth has 'g'.",
102.jpeg,Kohlenhydrate,Kohlenhydrate,63,639,g,,per_100g,per_100g,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
102.jpeg,- davon Zucker,davon Zucker,31,319,g,,per_100g,per_100g,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
102.jpeg,Ballaststoffe,Ballaststoffe,5.1,5.19,g,,per_100g,per_100g,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
102.jpeg,Eiweiß,Eiweiß,5.9,0.149,g,,per_100g,per_100g,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
102.jpeg,Salz,Salz,0.14,0.029,g,,per_100g,,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
102.jpeg,Fett,Fettsäuren,1.0,0.19,g,,per_serving (1 Riegel* (12.5 g)),,False,False,False,False,False,False,fast+llm,Nutrient 'Fett' does not match 'Fettsäuren'.,Quantity '1.0' does not match '0.19'.,Unit is missing in prediction but present in ground truth.,Context contains serving size information which is absent in prediction.
102.jpeg,- davon gesättigte Fettsäuren,davon gesättigte,0.1,7.79,g,,per_serving (1 Riegel* (12.5 g)),per_100g,False,False,False,False,False,False,fast+llm,Nutrient specificity mismatch: 'davon gesättigte' vs 'davon gesättigte Fettsäuren',Quantities do not match and are out of tolerance,Unit is missing in prediction,Context suffixes differ and cannot be aligned
102.jpeg,Kohlenhydrate,Kohlenhydrate,7.9,7.9,g,g,per_serving (1 Riegel* (12.5 g)),,True,True,True,False,True,False,fast,substring match,numeric match,alias match,mismatch
