image_id,nutrient,quantity,unit,context
1.jpeg,Magnesium,400,mg,
1.jpeg,Magnesium,420,mg,
2.jpeg,energykUlkcal,430,,
2.jpeg,energykUlkcal,330,,
2.jpeg,energykUlkcal,8,g,
2.jpeg,Eiweiß,0.300,,
2.jpeg,Fettsäuren,,,
2.jpeg,saturates,,,
2.jpeg,Carbohydrate,,,
2.jpeg,Zuckerarten [oi which sugars,,,
2.jpeg,Protein,,,
4.jpeg,Energie,"15057""29",µg,
9.jpeg,Vitamin A,100,,
17.jpeg,Vitamin B6,,,
17.jpeg,Vitamin B12,,,
26.jpeg,Energie,100,,
26.jpeg,Energie,,,
26.jpeg,Energie,,,
26.jpeg,VALOR ENERGETICO,,,
26.jpeg,ENERGY,,,
26.jpeg,VETTEN,,,
26.jpeg,GRASAS,,,
26.jpeg,GRAISSES,,,
26.jpeg,FaT,,,
26.jpeg,Saturates,,,
26.jpeg,Saturates,,,
26.jpeg,Protein,,,
26.jpeg,PROTEIN,,,
26.jpeg,Protein,,,
26.jpeg,EIWITTEN,,,
26.jpeg,SAl,,,
26.jpeg,SAL,,,
26.jpeg,ZOUT,,,
26.jpeg,SALZ,,,
26.jpeg,SALT,,,
34.jpeg,Energy,122,kcal,
34.jpeg,Energy,904,kcal,
34.jpeg,Energy,1826,kcal,
35.jpeg,Magnesium,100.8,mg,per_daily_dose
35.jpeg,Vitamin A,126 %,,
35.jpeg,Vitamin A,4.79,,
35.jpeg,Vitamin A,2.19,,
56.jpeg,Energie,383,kcal,per_100g
56.jpeg,Glucides,83,g,per_100g
56.jpeg,Glucides,60,,
56.jpeg,Energie,60,,
56.jpeg,Protein,,,
57.jpeg,Energie,"383kcal,",,per_100g
57.jpeg,Protein,4.998,,
61.jpeg,davon Zucker,060,,
61.jpeg,Fett / Grassi / Gralsse,250,mg,
61.jpeg,davon Zucker,1460,,
61.jpeg,davon Zucker,74470,,
61.jpeg,Fett / Grassi / Gralsse,1730,,
61.jpeg,Carbohydrate,20,,
61.jpeg,Saturates,,,
61.jpeg,Carbohydrate,,,
61.jpeg,Protein,,,
61.jpeg,salt,,,
61.jpeg,Salz / Sale,,,
61.jpeg,Calcium,,,
67.jpeg,Vitamin D3 Tabletten,,,
78.jpeg,Vitamin D3 2000 LE,,,
82.jpeg,Energy,39,,
82.jpeg,Carbohydrate,,,
82.jpeg,Fat,,,
82.jpeg,Creatine,,,
82.jpeg,Kohlenhydrate,,,
82.jpeg,Protein,,,
88.jpeg,sugars,800,,
88.jpeg,sugars,1.59,,
88.jpeg,sugars,245,,
90.jpeg,davon Zuckerarten / of which sugars,809,,
90.jpeg,of which saturated fatty acids,0,g,
90.jpeg,davon gesättigte Fettsäuren,0,g,
90.jpeg,davon gesättigte Fettsäuren,<0.1,,
90.jpeg,Energie /energy_kJ (kcal,192 (45,,
90.jpeg,Eiweiß [ proteines / protein,219,,
90.jpeg,Kohlenhydrate /glucides / carbohydrates,6.0,,
90.jpeg,Tipides / fat,20.19,,
90.jpeg,Eiweiß [ proteines / protein,0.169,,
90.jpeg,of which saturated fatty acids,10,,
90.jpeg,Kohlenhydrate /glucides / carbohydrates,10,,
90.jpeg,davon Zuckerarten / of which sugars,<01,,
90.jpeg,Magnesium / Magnesium,,,
90.jpeg,Fett,,,
91.jpeg,glucides,3.59,,
91.jpeg,Gavon gesatligte Fettsäuren,0.5,g,
91.jpeg,Zuderarten /of which sugars,0.10,,
91.jpeg,Zuderarten /of which sugars,03;,,
91.jpeg,tatohydtates /carboidrati,16,g,
91.jpeg,poteinlel /proteines,,,
101.jpeg,davon Zucker,8.99,,per_100g
101.jpeg,Kohlenhydrate,86.19,,per_100g
101.jpeg,Eiweiß,6.39,,per_100g
101.jpeg,Fett,0.89,,per_100g
101.jpeg,Salz,0.099,,per_100g
101.jpeg,Natrium,36,mg,per_100g
101.jpeg,Ballaststoffe,3.09,,per_100g
101.jpeg,Energie,,,
101.jpeg,"davon gesättigte Fettsäuren <0,19",,,
101.jpeg,Thiamin,,,
102.jpeg,Ballaststoffe,5.19,,per_100g
102.jpeg,davon Zucker,319,,per_100g
102.jpeg,Fettsäuren,1.19,,per_100g
102.jpeg,Salz,0.029,,
102.jpeg,Kohlenhydrate,639,,per_100g
