image_id,n_ground_truth,n_predicted,nutrient_matches,qty_acc_pct,unit_acc_pct,ctx_acc_pct,f1_3field_pct,f1_4field_pct,tp,fp,fn,precision,recall,f1
106.png,2,8,2,100,50,0,50,0,0,8,2,0.0,0.0,0.0
111.jpeg,1,2,1,100,0,0,0,0,0,2,1,0.0,0.0,0.0
112.jpeg,1,2,1,100,0,0,0,0,0,2,1,0.0,0.0,0.0
118.jpeg,20,15,13,8,85,31,0,0,0,15,20,0.0,0.0,0.0
119.jpeg,20,12,10,0,100,20,0,0,0,12,20,0.0,0.0,0.0
51.png,18,14,9,89,78,56,0,0,0,14,18,0.0,0.0,0.0
53.png,18,14,11,100,82,55,0,0,0,14,18,0.0,0.0,0.0
67.jpeg,4,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0
68.jpeg,34,18,2,0,100,50,0,0,0,18,34,0.0,0.0,0.0
78.jpeg,2,5,2,0,0,50,0,0,0,5,2,0.0,0.0,0.0
