image_id,gt,pred,match,qty_pct,unit_pct,ctx_pct,full3f_pct,full4f_pct
1.png,5,5,4,100,100,100,100,100
101.png,11,11,8,88,75,100,75,75
102.png,18,22,10,70,80,60,60,50
103.jpeg,18,23,14,71,86,100,64,64
104.jpeg,18,21,14,79,79,100,79,79
105.png,18,16,10,50,100,70,50,40
106.png,2,8,2,50,50,0,50,0
107.png,10,16,7,86,71,100,71,71
108.jpeg,11,18,6,67,67,100,67,67
109.jpeg,9,14,6,100,83,100,83,83
110.jpeg,6,6,4,100,100,100,100,100
111.jpeg,1,2,1,100,0,0,0,0
112.jpeg,1,2,0,0,0,0,0,0
113.jpeg,20,22,12,42,92,83,42,42
114.jpeg,20,22,13,77,92,92,77,77
115.png,9,16,7,86,71,100,71,71
116.jpeg,18,17,11,100,91,100,91,91
117.jpeg,9,7,6,67,50,100,33,33
118.jpeg,20,15,10,0,80,30,0,0
119.jpeg,20,12,8,0,100,25,0,0
12.png,16,11,11,100,100,100,100,100
120.jpeg,26,70,13,92,62,100,62,62
121.jpeg,20,24,12,75,92,83,75,75
15.png,42,15,12,83,100,100,83,83
17.png,4,7,3,100,100,100,100,100
2.png,16,14,13,62,85,54,54,31
20.png,48,66,39,46,54,82,33,33
201.jpeg,16,14,10,90,80,50,70,30
26.png,8,7,6,33,83,100,33,33
27.png,13,21,11,82,73,100,64,64
30.png,18,17,17,88,71,94,65,65
33.png,26,26,21,86,86,86,81,76
34.png,40,55,39,85,95,92,85,82
35.jpeg,4,3,3,67,67,67,67,67
4.png,8,45,6,67,83,100,67,67
41.png,8,7,6,67,83,100,50,50
42.png,18,12,12,83,50,58,33,25
45_1.png,18,13,13,77,62,92,54,46
45_2.png,8,7,6,67,67,100,67,67
51.png,18,14,10,80,80,70,70,50
53.png,18,14,13,77,69,62,69,38
56.jpeg,10,6,2,0,100,50,0,0
57.jpeg,10,12,2,50,100,50,0,0
59.png,28,30,21,81,76,95,76,76
6.png,6,6,5,100,100,100,100,100
61.png,22,17,16,81,94,81,75,75
63.png,22,17,16,81,94,81,75,75
64.png,8,8,8,100,75,100,75,75
67.jpeg,4,0,0,0,0,0,0,0
68.jpeg,34,18,8,0,25,50,0,0
78.jpeg,2,4,1,0,0,100,0,0
8.png,18,11,11,36,55,91,18,18
82.jpeg,12,5,5,0,20,60,0,0
88.png,16,13,9,22,100,44,22,22
9.jpeg,4,3,3,0,0,33,0,0
90.png,17,20,16,75,75,81,69,62
91.png,16,22,15,73,80,80,67,67
