image_id,gt,pred,match,qty_pct,unit_pct,ctx_pct,full3f_pct,full4f_pct
1.png,5,5,4,50,100,100,25,25
101.png,11,11,9,100,100,100,100,100
102.png,18,15,11,73,100,64,73,45
103.jpeg,18,10,8,88,100,88,88,75
104.jpeg,18,13,11,91,100,100,91,91
105.png,18,9,8,62,100,75,62,62
106.png,2,2,2,100,50,100,50,50
107.png,10,10,10,40,40,100,40,40
108.jpeg,11,10,10,100,100,0,90,0
109.jpeg,9,8,7,100,100,100,100,100
110.jpeg,6,3,3,100,100,100,100,100
111.jpeg,1,1,0,0,0,0,0,0
112.jpeg,1,1,1,100,100,100,100,100
113.jpeg,20,14,12,83,92,100,75,75
114.jpeg,20,15,14,79,86,100,71,71
115.png,9,8,5,60,100,100,60,60
116.jpeg,18,14,5,80,80,60,60,40
117.jpeg,9,6,5,100,80,100,80,80
118.jpeg,20,19,10,10,90,20,10,0
119.jpeg,20,18,2,100,0,100,0,0
12.png,16,10,8,100,100,100,25,25
120.jpeg,26,25,19,63,79,100,63,63
121.jpeg,20,18,2,50,0,100,0,0
15.png,42,7,7,43,86,71,43,43
17.png,4,4,3,100,100,100,100,100
2.png,16,14,13,92,85,54,77,46
20.png,48,40,28,21,57,71,14,11
201.jpeg,16,8,8,88,100,75,88,75
26.png,8,6,6,67,100,100,67,67
27.png,13,13,9,22,78,100,11,11
30.png,18,15,15,87,93,100,73,73
33.png,26,24,24,100,92,100,92,92
34.png,40,40,32,100,100,97,69,66
35.jpeg,4,4,4,100,100,100,100,100
4.png,8,6,6,17,100,100,17,17
41.png,8,7,7,100,86,100,71,71
42.png,18,14,14,100,71,100,64,64
45_1.png,18,14,14,100,100,100,86,86
45_2.png,8,7,7,100,86,100,86,86
51.png,18,12,10,100,80,100,80,80
53.png,18,8,7,100,86,100,71,71
56.jpeg,10,7,5,60,100,40,60,40
57.jpeg,10,6,2,50,100,50,50,50
59.png,28,15,14,71,79,86,14,7
6.png,6,6,6,100,100,100,100,100
61.png,22,22,18,44,94,56,44,33
63.png,22,12,12,42,67,25,33,17
64.png,8,8,4,100,100,100,25,25
67.jpeg,4,1,0,0,0,0,0,0
68.jpeg,34,13,11,9,100,100,9,9
78.jpeg,2,3,2,50,0,100,0,0
8.png,18,8,8,88,75,100,50,50
82.jpeg,12,4,4,100,100,75,100,75
88.png,16,19,9,67,100,44,67,44
9.jpeg,4,4,4,100,100,100,100,100
90.png,17,8,8,88,88,88,88,88
91.png,16,14,14,71,100,93,71,64
