image_id,gt_nutrient,pred_nutrient,gt_quantity,pred_quantity,gt_unit,pred_unit,gt_context,pred_context,nutrient_match,quantity_match,unit_match,context_match,full_match_3f,full_match_4f,eval_method,nutrient_reason,quantity_reason,unit_reason,context_reason
1.png,Magnesiumoxid,Magnesium,400,400,mg,mg,per_daily_dose,per_daily_dose,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
1.png,Magnesiumbisglycinat,magnesiumbisglycinat,350,333,mg,mg,per_daily_dose,per_daily_dose,True,False,True,True,False,False,fast,substring match,mismatch,alias match,alias match
106.png,Magnesium,magnesium,250,250 mg,mg,mg,per_serving (Pro Stick),per_daily_dose,True,False,True,False,False,False,fast,substring match,mismatch,alias match,mismatch
106.png,Vitamin E,vitamin e,12,12 mg α-TE,mg α-TE,mg a-te,per_serving (Pro Stick),per_100g,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
107.png,Vitamin B1,vitamin b1,1.1,1.1,mg,mg,per_daily_dose (1 Tablette (4.3 g)*),per_100g,True,True,True,False,True,False,fast,substring match,numeric match,alias match,mismatch
107.png,Vitamin B2,vitamin b2,1.4,1.4,mg,mg,per_daily_dose (1 Tablette (4.3 g)*),per_serving,True,True,True,False,True,False,fast,substring match,numeric match,alias match,mismatch
107.png,Vitamin B6,vitamin b6,1.4,1.4,mg,μg,per_daily_dose (1 Tablette (4.3 g)*),per_100ml,True,True,False,False,False,False,fast,substring match,numeric match,mismatch,mismatch
107.png,Biotin,biotin,50,200,µg,μg,per_daily_dose (1 Tablette (4.3 g)*),per_serving,True,False,True,False,False,False,fast,substring match,mismatch,alias match,mismatch
107.png,Vitamin B12,vitamin b12,2.5,80,µg,mg,per_daily_dose (1 Tablette (4.3 g)*),per_daily_dose,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
107.png,Vitamin C,vitamin c,80,12,mg,mg a-te,per_daily_dose (1 Tablette (4.3 g)*),per_serving,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
107.png,Niacin,niacin,16,50,mg NE,μg,per_daily_dose (1 Tablette (4.3 g)*),per_100ml,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
108.jpeg,Magnesium,magnesium,240,240,mg,mg,per_daily_dose (1 Tablette (5.6 g)*),per_100g,True,True,True,False,True,False,fast,substring match,numeric match,alias match,mismatch
108.jpeg,Vitamin B1,vitamin b1,1.1,1.1,mg,mg,per_daily_dose (1 Tablette (5.6 g)*),per_serving,True,True,True,False,True,False,fast,substring match,numeric match,alias match,mismatch
108.jpeg,Vitamin B2,vitamin b2,1.4,1.4,mg,mg,per_daily_dose (1 Tablette (5.6 g)*),per_100g,True,True,True,False,True,False,fast,substring match,numeric match,alias match,mismatch
108.jpeg,Biotin,biotin,50,50,µg,μg,per_daily_dose (1 Tablette (5.6 g)*),per_serving,True,True,True,False,True,False,fast,substring match,numeric match,alias match,mismatch
108.jpeg,Pantothenic Acid,pantothenic acid,6.0,6.0,mg,mg,per_daily_dose (1 Tablette (5.6 g)*),per_serving,True,True,True,False,True,False,fast,substring match,numeric match,alias match,mismatch
108.jpeg,Vitamin B6,vitamin b6,1.4,1.4,mg,μg,per_daily_dose (1 Tablette (5.6 g)*),per_serving,True,True,False,False,False,False,fast,substring match,numeric match,mismatch,mismatch
