image_id,nutrient,quantity,unit,context
1.jpeg,magnesiumoxid,350,,
1.jpeg,magnesiumoxid,400,,
1.jpeg,magnesiumoxid,420,,
1.jpeg,magnesiummalat,350,,
1.jpeg,magnesiummalat,333,,
1.jpeg,magnesiummalat,mg,,
101.jpeg,Fett,,,
101.jpeg,Kohlenhydrate,,,
101.jpeg,Ballaststoffe,,,
101.jpeg,Eiweiss,,,
101.jpeg,Salz,,,
101.jpeg,Thiamin,,,
101.jpeg,Natrium,,,
102.jpeg,Fett,,,
102.jpeg,Fettsauren,,,
102.jpeg,Kohlenhydrate,,,
102.jpeg,Ballaststoffe,,,
102.jpeg,Eiweiss,,,
102.jpeg,Salz,,,
103.jpeg,Fett,,,
103.jpeg,Fettsauren,,,
103.jpeg,Kohlenhydrate,,,
103.jpeg,Ballaststoffe,,,
103.jpeg,Eiweiss,,,
103.jpeg,Og,,,
103.jpeg,Salz,,,
104.jpeg,Fett,,,
104.jpeg,Fettsauren,,,
104.jpeg,Kohlenhydrate,,,
104.jpeg,Ballaststoffe,,,
104.jpeg,Eiweif,,,
104.jpeg,Og,,,
104.jpeg,Salz,,,
105.jpeg,Fett,,,
105.jpeg,Fettsauren,,,
105.jpeg,Salz,,,
106.jpeg,VitaminE,,,
106.jpeg,Magnezij,,,
107.jpeg,Vitamin B1,,,
107.jpeg,Vitamin B2,1409,,
107.jpeg,Vitamin B6,1409,,
107.jpeg,Vitamin B12,,,
107.jpeg,VitaminC,,,
107.jpeg,Vitamin E,,,
107.jpeg,Niacin,5019,,
107.jpeg,Biotin,5019,,
108.jpeg,Magnesium,,,
108.jpeg,Vitamin B1,,,
108.jpeg,Vitamin B2,,,
108.jpeg,Vitamin B6,,,
108.jpeg,Vitamin B12,,,
108.jpeg,VitaminC,,,
108.jpeg,Biotin,,,
109.jpeg,Fett,,,
109.jpeg,Fettsauren,,,
109.jpeg,Kohlenhydrate,,,
109.jpeg,Ballaststoffe,,,
109.jpeg,Eiweiss,,,
109.jpeg,Salz,,,
110.jpeg,Niacin,,,
110.jpeg,Pantothensaure,,,
111.jpeg,Vitamine,,,
111.jpeg,Vitamin B12,,,
112.jpeg,Vitamine,,,
112.jpeg,VitaminB12,,,
113.jpeg,Kohlenhydrate,,,
113.jpeg,Ballaststoffe,,,
113.jpeg,Eiweiss,,,
113.jpeg,SALZ,,,
114.jpeg,Kohlenhydrate,,,
114.jpeg,Ballaststoffe,,,
114.jpeg,Eiweiss,,,
114.jpeg,SALZ,,,
115.jpeg,Fett,,,
115.jpeg,Fettsauren,,,
115.jpeg,Kohlenhydrate,,,
115.jpeg,Ballaststoffe,,,
115.jpeg,Eiweiss,,,
115.jpeg,Salz,,,
116.jpeg,Fettsauren,,,
116.jpeg,Ballaststoffe,,,
116.jpeg,SALZ,,,
117.jpeg,Kohlenhydrate,,,
118.jpeg,ENERGIE,,,
118.jpeg,Ballaststoffe,,,
118.jpeg,Eiweiss,,,
119.jpeg,Ballaststoffe,,,
119.jpeg,Eiweiss,,,
120.jpeg,choline,,,
120.jpeg,VITAMINC,250,,
120.jpeg,VITAMINC,mg,,
120.jpeg,Niacin,,,
120.jpeg,VITAMINE,,,
120.jpeg,Pantothensaure,,,
120.jpeg,VITAMINB6,,,
120.jpeg,VITAMINB2,,,
120.jpeg,VITAMINB1,,,
120.jpeg,Biotin,,,
120.jpeg,VITAMINB12,,,
120.jpeg,VITAMIND3,,,
120.jpeg,VITAMINK,,,
120.jpeg,Calcium,,,
121.jpeg,Ballaststoffe,,,
121.jpeg,SALZ,,,
17.jpeg,Caffeine,100,,
17.jpeg,Caffeine,mg,,
17.jpeg,Vitamin B3,100,,
17.jpeg,Vitamin B3,mg,,
17.jpeg,Vitamin86,,,
