image_id,gt,pred,match,qty_pct,unit_pct,ctx_pct,full3f_pct,full4f_pct
1.png,5,7,3,100,0,0,0,0
101.png,11,11,9,22,0,0,0,0
102.png,18,18,12,17,0,0,0,0
103.jpeg,18,15,12,25,0,0,0,0
104.jpeg,18,15,8,12,0,0,0,0
105.png,18,15,11,9,0,0,0,0
106.png,2,2,2,0,0,0,0,0
107.png,10,15,10,20,0,0,0,0
108.jpeg,11,20,10,50,0,0,0,0
109.jpeg,9,16,7,86,0,0,0,0
110.jpeg,6,4,4,75,0,0,0,0
111.jpeg,1,3,1,100,0,0,0,0
112.jpeg,1,3,1,100,0,0,0,0
113.jpeg,20,10,7,29,0,0,0,0
114.jpeg,20,9,7,0,0,0,0,0
115.png,9,20,9,56,0,0,0,0
116.jpeg,18,8,7,29,0,0,0,0
117.jpeg,9,6,5,20,0,0,0,0
118.jpeg,20,9,8,0,0,0,0,0
119.jpeg,20,0,0,0,0,0,0,0
12.png,16,5,5,40,0,0,0,0
120.jpeg,26,0,0,0,0,0,0,0
121.jpeg,20,0,0,0,0,0,0,0
15.png,42,2,2,0,0,0,0,0
17.png,4,10,4,100,0,0,0,0
2.png,16,12,11,45,0,0,0,0
20.png,48,17,17,0,0,0,0,0
201.jpeg,16,0,0,0,0,0,0,0
26.png,8,11,7,0,0,0,0,0
27.png,13,6,5,0,0,0,0,0
30.png,18,6,6,33,0,0,0,0
33.png,26,18,15,27,0,0,0,0
34.png,40,18,18,0,0,0,0,0
35.jpeg,4,4,4,25,0,0,0,0
4.png,8,8,6,0,0,0,0,0
41.png,8,8,5,60,0,0,0,0
42.png,18,8,8,25,0,0,0,0
45_1.png,18,0,0,0,0,0,0,0
45_2.png,8,0,0,0,0,0,0,0
51.png,18,5,3,0,0,0,0,0
53.png,18,6,5,40,0,0,0,0
56.jpeg,10,6,2,50,0,0,0,0
57.jpeg,10,10,4,25,0,0,0,0
59.png,28,10,10,0,0,0,0,0
6.png,6,12,6,100,0,0,0,0
61.png,22,9,9,0,0,0,0,0
63.png,22,9,9,11,0,0,0,0
64.png,8,15,8,88,0,0,0,0
67.jpeg,4,0,0,0,0,0,0,0
68.jpeg,34,0,0,0,0,0,0,0
78.jpeg,2,2,2,0,0,0,0,0
8.png,18,7,7,0,0,0,0,0
82.jpeg,12,5,5,20,40,0,0,0
88.png,16,8,7,29,0,0,0,0
9.jpeg,4,6,4,50,0,0,0,0
90.png,17,8,8,0,0,0,0,0
91.png,16,14,11,27,0,0,0,0
