image_id,gt_nutrient,pred_nutrient,gt_quantity,pred_quantity,gt_unit,pred_unit,gt_context,pred_context,nutrient_match,quantity_match,unit_match,context_match,full_match_3f,full_match_4f,eval_method,nutrient_reason,quantity_reason,unit_reason,context_reason
103.jpeg,Energie,Energie,1383,328,kJ,kcal,per_100g,per_100g,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
103.jpeg,Energie,Energie,328,3.7,kcal,kcal,per_100g,per_100g,True,False,True,True,False,False,fast,substring match,mismatch,alias match,alias match
103.jpeg,Fett,Fett,3.7,3.7,g,kcal,per_100g,per_100g,True,True,False,True,False,False,fast,substring match,numeric match,mismatch,alias match
103.jpeg,davon gesättigte Fettsäuren,Fett,0.4,0.4,g,g,per_100g,per_100g,False,True,True,True,False,False,fast+llm,specificity rule violated: 'Fett' vs 'davon gesättigte Fettsäuren',0.4 matches 0.4 within tolerance,units match after normalization,contexts match after stripping serving-size suffix
103.jpeg,Kohlenhydrate,Kohlenhydrate,51,51,g,g,per_100g,per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
103.jpeg,davon Zucker,davon Zucker,51,51,g,g,per_100g,per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
103.jpeg,Ballaststoffe,Ballaststoffe,16,16,g,g,per_100g,per_100g,True,True,True,True,True,True,fast,exact/substring match,numeric match,alias match,alias match
103.jpeg,Salz,Salz,0,7.7,g,g,per_100g,per_100g,True,False,True,True,False,False,fast,substring match,mismatch,alias match,alias match
103.jpeg,Energie,Energie,166,39,kJ,kcal,per_serving,per_100g,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
103.jpeg,Fett,Fett,0.4,328,g,kcal,per_serving,per_100g,True,False,False,False,False,False,fast,substring match,mismatch,mismatch,mismatch
103.jpeg,Kohlenhydrate,Kohlenhydrate,6.1,6.1,g,g,per_serving,per_100g,True,True,True,False,True,False,fast,substring match,numeric match,alias match,mismatch
103.jpeg,davon Zucker,davon Zucker,6.1,16,g,g,per_serving,per_100g,True,False,True,False,False,False,fast,substring match,mismatch,alias match,mismatch
103.jpeg,Ballaststoffe,Ballaststoffe,1.9,7.7,g,g,per_serving,per_100g,True,False,True,False,False,False,fast,substring match,mismatch,alias match,mismatch
103.jpeg,Salz,Salz,0,66.0,g,g,per_serving,per_100g,True,False,True,False,False,False,fast,substring match,mismatch,alias match,mismatch
104.jpeg,Energie,Energie,1528,361,kJ,kcal,per_100g,per_100g,True,False,False,True,False,False,fast,substring match,mismatch,mismatch,alias match
104.jpeg,Energie,Energie,361,51,kcal,kcal,per_100g,per_100g,True,False,True,True,False,False,fast,substring match,mismatch,alias match,alias match
104.jpeg,Fett,Fett,2.6,2.6,g,kcal,per_100g,per_100g,True,True,False,True,False,False,fast,substring match,numeric match,mismatch,alias match
