tag,image_id,gt_nutrient,gt_quantity,gt_unit,gt_context,pred_nutrient,pred_quantity,pred_unit,pred_context,reason
missing,1.png,Magnesiumsalze der Citronensäure,420,mg,per_daily_dose,,,,,nutrient not found in predictions
incorrect,101.png,Energie,1625,kJ,per_100g,Energie,,,per_100g,qty: got None expected 1625 | unit: got None expected kJ
missing,101.png,Energie,383,kcal,per_100g,,,,,nutrient not found in predictions
missing,101.png,- davon gesättigte Fettsäuren,< 0.1,g,per_100g,,,,,nutrient not found in predictions
missing,101.png,- davon Zucker,8.9,g,per_100g,,,,,nutrient not found in predictions
missing,101.png,Eiweiß,6.3,g,per_100g,,,,,nutrient not found in predictions
incorrect,101.png,Thiamin,0.44,mg,per_100g,Thiamin,,,per_100g,qty: got None expected 0.44 | unit: got None expected mg
incorrect,102.png,Energie,1502,kJ,per_100g,Energie,7.7,g,per_100g,qty: got 7.7 expected 1502 | unit: got g expected kJ
incorrect,102.png,Energie,356,kcal,per_100g,Energie,1.0,g,per_100g,qty: got 1.0 expected 356 | unit: got g expected kcal
missing,102.png,- davon gesättigte Fettsäuren,1.1,g,per_100g,,,,,nutrient not found in predictions
missing,102.png,- davon Zucker,31,g,per_100g,,,,,nutrient not found in predictions
missing,102.png,Eiweiß,5.9,g,per_100g,,,,,nutrient not found in predictions
missing,102.png,Energie,188,kJ,per_serving,,,,,nutrient not found in predictions
missing,102.png,Energie,45,kcal,per_serving,,,,,nutrient not found in predictions
incorrect,102.png,Fett,1.0,g,per_serving,Fettsauren,1.1,g,per_100g,nutrient: Nutrient name does not match. | qty: got 1.1 expected 1.0 | context: got per_100g expected per_serving
missing,102.png,- davon gesättigte Fettsäuren,0.1,g,per_serving,,,,,nutrient not found in predictions
incorrect,102.png,Kohlenhydrate,7.9,g,per_serving,Kohlenhydrate,31,g,per_100g,qty: got 31 expected 7.9 | context: got per_100g expected per_serving
missing,102.png,- davon Zucker,3.9,g,per_serving,,,,,nutrient not found in predictions
incorrect,102.png,Ballaststoffe,0.6,g,per_serving,Ballaststoffe,0.6,g,per_100g,context: got per_100g expected per_serving
missing,102.png,Eiweiß,0.7,g,per_serving,,,,,nutrient not found in predictions
missing,102.png,Salz,0.02,g,per_serving,,,,,nutrient not found in predictions
incorrect,103.jpeg,Energie,1383,kJ,per_100g,Energie,328,kcal,per_100g,qty: got 328 expected 1383 | unit: got kcal expected kJ
incorrect,103.jpeg,Energie,328,kcal,per_100g,Energie,3.7,kcal,per_100g,qty: got 3.7 expected 328
incorrect,103.jpeg,Fett,3.7,g,per_100g,Fett,3.7,kcal,per_100g,unit: got kcal expected g
incorrect,103.jpeg,davon gesättigte Fettsäuren,0.4,g,per_100g,Fett,0.4,g,per_100g,nutrient: specificity rule violated: 'Fett' is more general than 'davon gesättigte Fettsäuren'
missing,103.jpeg,Eiweiß,7.7,g,per_100g,,,,,nutrient not found in predictions
incorrect,103.jpeg,Salz,0,g,per_100g,Salz,7.7,g,per_100g,qty: got 7.7 expected 0
