image_id,nutrient,quantity,unit,context
1.png,Magnesium,400,mg,per_daily_dose
1.png,Mg,350,mg,per_daily_dose
2.png,Energy,1195 (281),kJ,per_100g
2.png,Fat,0g,g,per_100g
2.png,Saturated fats,50 g,g,per_daily_dose
2.png,Carbohydrate,70 g,g,per_100g
2.png,Sugars,33 g,g,per_daily_dose
2.png,Protein,0 g,g,per_100g
2.png,Salt,0.43 g,g,per_daily_dose
4.png,Energy,0,g,per_100g
4.png,Fat,0.1a,g,per_serving
6.png,Vitamin C,28,mg,per_serving
6.png,Magnesium,56,mg,per_serving
6.png,Potassium,70,mg,per_serving
6.png,Calcium,9,mg,per_serving
6.png,Sodium,200,mg,per_serving
8.png,Energy,892/213,kJ/kcal,per_serving
8.png,Protein,2.2,g,per_100g
8.png,Fat,4.8,g,per_serving
8.png,- Saturated Fat,3.4,g,per_100g
8.png,Carbohydrate,41,g,per_serving
8.png,- Sugars,21,g,per_100g
8.png,Dietary Fibre,1.9,g,per_serving
8.png,Sodium,42,mg,per_100g
9.jpeg,Zink,5 mg,mg,per_serving
9.jpeg,Vitamin C,30 mg,mg,per_daily_dose
12.png,Energy,547kJ,kJ,per_serving
12.png,Energy,129kcal,kcal,per_serving
12.png,Fat,0.0g,g,per_serving
12.png,Saturated Fat,0.0g,g,per_serving
12.png,Carbohydrates,32g,g,per_serving
12.png,Sugars,1.1g,g,per_serving
12.png,Protein,0.1g,g,per_serving
12.png,Salt,0.6g,g,per_serving
15.png,Salt,15.0 g,g,per_100g
15.png,Caffeine,75.0 mg,mg,per_daily_dose
17.png,Caffeine,100,mg,per_serving
17.png,Vitamin B3,2.4,NE,per_serving
17.png,Vitamin B6,0.22,mg,per_serving
17.png,Vitamin B12,0.38,µg,per_serving
20.png,Brennwert/Energie,1474 kJ (346 kcal),kJ52kcal,per_100g
20.png,Ewebb/Protein,"<0,1 g",g,per_daily_dose
20.png,Kohlenhydrate/Carbohydrate,"78,1 g",g,per_100g
20.png,Fatt/Fat,"<0,5 g",g,per_daily_dose
20.png,Natrium/Sodium,667 mg,mg,per_100g
20.png,Kalium/Potassium,667 mg,mg,per_daily_dose
20.png,Calcium,800 mg,mg,per_100g
20.png,Magnesium,300 mg,mg,per_daily_dose
20.png,Chlorid/Chloride,667 mg,mg,per_100g
20.png,Phosphor/Phosphorus,800 mg,mg,per_daily_dose
20.png,Selen/Selenium,200 μg,μg,per_100g
26.png,Energy,942/255 KJ/KCAL,(2),per_100g
26.png,Fat,0 g,g,per_100g
26.png,Saturated fats,56 g,g,per_100g
26.png,Carbohydrate,7 g,g,per_100g
26.png,Of which sugars,3.5 g,g,per_100g
26.png,Protein,0.11 g,g,per_100g
27.png,Brewswert/Energy Value,1254 kJ (300 kcal),,per_100g
27.png,Kublephydrate/Carbohydrate,49 g,g,per_serving
27.png,Calcium,4000 mg,mg,per_100g
27.png,Magnesium,2000 mg,mg,per_100g
27.png,Zink/Zinc,<0.5 g,g,per_serving
27.png,Kuples/Copper,75 mg,mg,per_100g
27.png,Mangen/Manganese,<0.1 g,g,per_serving
27.png,Chrom/Chromium,896 µg,µg,per_100g
27.png,Sefee/Selenium,251 µg,µg,per_serving
27.png,Vitamin D,37 µg,µg,per_100g
30.png,Energy,907/215,kJ/kcal,per_100g
30.png,Protein,2.7,g,per_serving
30.png,Fat,5.0,g,per_serving
30.png,- Saturated Fat,2.7,g,per_serving
30.png,Carbohydrate,39,g,per_100g
30.png,- Sugars,19,g,per_serving
30.png,Dietary Fibre,2.0,g,per_100g
30.png,Sodium,70,mg,per_serving
33.png,Energy,1660 (390),kJ,per_100g
33.png,Fat,0 g,g,per_serving
34.png,Energy,1356kJ/319kcal,kJ/kcal,per_100g
34.png,Fat,0g,g,per_serving
34.png,Carbohydrate,80g,g,per_100g
34.png,of which sugars,77g,g,per_100g
34.png,Fibre,5g,g,per_serving
34.png,Protein,0g,g,per_100g
34.png,Salt,3.5g,g,per_serving
35.jpeg,Magnesium,4.7 g,g,per_100g
35.jpeg,Vitamin C,2.1 g,g,per_100g
41.png,Energy,612/144 KJ/KCAL,kJ/kcal,per_100g
41.png,Fat,0 g,g,per_100g
42.png,Protein,0.1,g,per_100g
42.png,Fat,0,g,per_serving
51.png,Energy,1541 (363),kJ,per_100g
51.png,Fat,<0.5,g,per_100g
51.png,Carbohydrate,84 (25%),mg,per_daily_dose
51.png,Protein,6.7,g,per_100g
51.png,Salt,0.13,g,per_daily_dose
53.png,Energy,<0.5,g,per_100g
53.png,Fat,<0.5,g,per_100g
53.png,Carbohydrate,84 g,g,per_100g
53.png,Protein,6.7 g,g,per_100g
53.png,Salt,0.13 g,g,per_100g
53.png,Vitamin B6,0.35 mg (25%*),mg,per_100g
56.jpeg,Proteines,83,g,per_100g
56.jpeg,Energie,383,kJ,per_100g
57.jpeg,Energie,383kcal,kJ,per_100g
57.jpeg,Proteine,4.99 g,g,per_serving
59.png,Energy,1391 kJ (330 kcal),kJ,per_100g
59.png,Protein,0.7 g,g,per_100g
