image_id,status,ocr_tokens,corrector_edits,predicted_tuples,clf_nutrient,clf_quantity,clf_unit,clf_context,clf_via_embedding,vlm_backend,vlm_original_width,vlm_original_height,vlm_width,vlm_height,vlm_image_path,vlm_time_s,vlm_attempts,vlm_last_error,total_processing_time_s,error
1.png,ok,15,5,5,6,5,5,1,9,openai_compat,2682,1600,896,535,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\1_vlm_896x535.jpg,13.51,1,,20.621,
2.png,ok,23,8,13,8,14,12,2,8,openai_compat,2930,1440,896,440,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\2_vlm_896x440.jpg,21.43,1,,24.217,
4.png,ok,100,26,6,38,5,5,1,84,openai_compat,4396,960,896,196,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\4_vlm_896x196.jpg,12.69,1,,21.094,
6.png,ok,15,8,6,6,6,6,1,8,openai_compat,2572,1632,896,569,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\6_vlm_896x569.jpg,9.74,1,,11.873,
8.png,ok,18,3,8,9,6,3,2,10,openai_compat,2098,2048,896,875,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\8_vlm_896x875.jpg,11.65,1,,14.108,
9.jpeg,ok,12,3,4,7,3,3,2,7,openai_compat,325,92,325,92,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\9_vlm_325x92.jpg,7.62,1,,9.511,
12.png,ok,33,18,10,10,17,17,2,13,openai_compat,1536,1024,896,597,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\12_vlm_896x597.jpg,19.08,1,,24.028,
15.png,ok,13,4,7,5,0,0,2,9,openai_compat,3098,1376,896,398,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\15_vlm_896x398.jpg,10.09,1,,15.052,
17.png,ok,15,4,4,4,7,4,1,6,openai_compat,2704,1568,896,520,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\17_vlm_896x520.jpg,8.06,1,,10.672,
20.png,ok,116,45,42,28,49,41,3,41,openai_compat,2270,1888,896,745,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\20_vlm_896x745.jpg,61.31,1,,70.266,
26.png,ok,19,7,6,7,7,6,1,11,openai_compat,1536,1024,896,597,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\26_vlm_896x597.jpg,8.23,1,,10.799,
27.png,ok,38,13,16,12,12,11,2,16,openai_compat,1920,2206,780,896,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\27_vlm_780x896.jpg,20.74,1,,24.394,
30.png,ok,29,4,10,7,18,4,2,11,openai_compat,1760,2372,665,896,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\30_vlm_665x896.jpg,16.75,1,,19.969,
33.png,ok,51,23,21,14,26,26,3,15,openai_compat,2098,2048,896,875,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\33_vlm_896x875.jpg,33.33,1,,39.447,
34.png,ok,89,40,24,24,40,41,2,31,openai_compat,1600,2654,540,896,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\34_vlm_540x896.jpg,29.98,1,,37.607,
35.jpeg,ok,10,4,4,3,2,2,2,5,openai_compat,520,130,520,130,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\35_vlm_520x130.jpg,8.49,1,,10.381,
41.png,ok,17,5,7,7,5,4,1,11,openai_compat,2486,1728,896,623,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\41_vlm_896x623.jpg,12.99,1,,15.819,
42.png,ok,25,5,14,7,13,4,2,11,openai_compat,1984,2154,825,896,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\42_vlm_825x896.jpg,16.55,1,,20.834,
51.png,ok,29,15,13,10,16,14,1,12,openai_compat,3174,1312,896,370,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\51_vlm_896x370.jpg,17.51,1,,27.409,
53.png,ok,29,15,11,9,19,19,1,11,openai_compat,3054,1376,896,404,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\53_vlm_896x404.jpg,14.97,1,,19.402,
56.jpeg,ok,15,7,7,2,8,3,1,5,openai_compat,365,239,365,239,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\56_vlm_365x239.jpg,11.62,1,,13.506,
57.jpeg,ok,19,8,6,4,10,3,2,6,openai_compat,375,225,375,225,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\57_vlm_375x225.jpg,12.54,1,,14.46,
59.png,ok,50,22,15,16,21,19,2,21,openai_compat,2276,1856,896,731,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\59_vlm_896x731.jpg,24.38,1,,29.892,
61.png,ok,37,21,22,12,22,22,2,13,openai_compat,3638,1152,896,284,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\61_vlm_896x284.jpg,38.92,1,,45.786,
63.png,ok,37,20,12,10,22,22,2,13,openai_compat,3744,1120,896,268,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\63_vlm_896x268.jpg,20.59,1,,27.229,
64.png,ok,30,9,8,8,8,8,3,9,openai_compat,2186,1920,896,787,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\64_vlm_896x787.jpg,12.39,1,,16.594,
67.jpeg,ok,13,0,1,0,0,0,2,9,openai_compat,641,416,641,416,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\67_vlm_641x416.jpg,3.77,1,,7.449,
68.jpeg,ok,43,2,19,7,21,2,2,19,openai_compat,531,587,531,587,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\68_vlm_531x587.jpg,24.4,1,,30.059,
78.jpeg,ok,34,1,3,9,1,0,2,29,openai_compat,721,498,721,498,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\78_vlm_721x498.jpg,6.83,1,,14.756,
82.jpeg,ok,20,1,4,10,3,1,3,14,openai_compat,385,240,385,240,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\82_vlm_385x240.jpg,7.93,1,,10.377,
88.png,ok,24,13,15,7,15,12,2,7,openai_compat,2432,1758,896,648,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\88_vlm_896x648.jpg,18.71,1,,21.664,
90.png,ok,31,12,8,10,17,16,3,10,openai_compat,2532,1664,896,589,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\90_vlm_896x589.jpg,12.56,1,,17.027,
91.png,ok,32,13,14,10,17,16,2,15,openai_compat,2194,1952,896,797,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\91_vlm_896x797.jpg,17.66,1,,22.104,
101.png,ok,22,12,11,11,10,10,1,12,openai_compat,1792,2388,672,896,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\101_vlm_672x896.jpg,15.92,1,,18.823,
102.png,ok,29,20,14,9,18,18,2,11,openai_compat,2224,1888,896,761,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\102_vlm_896x761.jpg,22.49,1,,26.162,
103.jpeg,ok,33,14,10,13,14,12,2,16,openai_compat,233,229,233,229,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\103_vlm_233x229.jpg,13.95,1,,17.105,
104.jpeg,ok,33,14,13,10,17,14,2,13,openai_compat,251,237,251,237,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\104_vlm_251x237.jpg,16.75,1,,19.675,
105.png,ok,30,21,9,11,17,17,1,12,openai_compat,1884,2272,743,896,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\105_vlm_743x896.jpg,13.15,1,,17.017,
106.png,ok,24,2,2,9,2,2,0,17,openai_compat,1856,2284,728,896,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\106_vlm_728x896.jpg,5.28,1,,9.284,
107.png,ok,23,11,10,10,9,9,1,13,openai_compat,1792,2386,673,896,outputs\vlm_lmstudio_vGemma3_8\vlm_resized_images\107_vlm_673x896.jpg,17.24,1,,20.306,
