tag,image_id,gt_nutrient,gt_quantity,gt_unit,gt_context,pred_nutrient,pred_quantity,pred_unit,pred_context,reason
incorrect,1.jpeg,Magnesiumsalze der Citronensäure,420,mg,per_daily_dose,MMagnesiumoxid,350,mg,per_daily_dose,nutrient: The nutrient 'Magnesiumsalze der Citronensäure' does not match with the predicted 'MMagnesiumoxid'.
incorrect,1.jpeg,Magnesiumbisglycinat,350,mg,per_daily_dose,Magnesiummalat,350,mg,per_daily_dose,"nutrient: Different compounds, Magnesiumbisglycinat vs Magnesiummalat."
incorrect,101.jpeg,Energie,1625,kJ,per_100g,Energie,,,per_100g,qty: got None expected 1625 | unit: got None expected kJ
incorrect,101.jpeg,Energie,383,kcal,per_100g,Fett,0.8,g,per_100g,nutrient: Energie and Fett are different nutrients.
incorrect,101.jpeg,Fett,0.8,g,per_100g,"-davon gesattigte Fettsauren <0,1g",0.8,g,per_100g,nutrient: The nutrient 'Fett' does not match '-davon gesattigte Fettsauren'.
incorrect,101.jpeg,- davon gesättigte Fettsäuren,< 0.1,g,per_100g,Kohlenhydrate,86.1,g,per_100g,nutrient: - davon gesättigte Fettsäuren != Kohlenhydrate | qty: got 86.1 expected < 0.1
incorrect,101.jpeg,Kohlenhydrate,86.1,g,per_100g,-davon Zucker,86.1,g,per_100g,nutrient: The nutrient 'Kohlenhydrate' does not match '-davon Zucker'.
incorrect,101.jpeg,Eiweiß,6.3,g,per_100g,Salz,660'0,,per_100g,nutrient: Eiweiß and Salz are different nutrients. | qty: got 660'0 expected 6.3
incorrect,101.jpeg,Salz,0.09,g,per_100g,Thiamin,,,per_100g,"nutrient: GT specifies 'Salz' while Pred suggests a different nutrient, Thiamin."
incorrect,101.jpeg,Thiamin,0.44,mg,per_100g,Natrium,36,mg,per_100g,nutrient: Thiamin and Natrium are different nutrients.
missing,101.jpeg,Natrium,36,mg,per_100g,,,,,nutrient not found in predictions
incorrect,102.jpeg,Energie,1502,kJ,per_100g,Energie,7.7,g,per_100g,qty: got 7.7 expected 1502 | unit: got g expected kJ
incorrect,102.jpeg,Energie,356,kcal,per_100g,Energie,1.0,g,per_100g,qty: got 1.0 expected 356 | unit: got g expected kcal
incorrect,102.jpeg,- davon gesättigte Fettsäuren,1.1,g,per_100g,Fett,1.1,g,per_100g,nutrient: The nutrient '- davon gesättigte Fettsäuren' refers to a different sub-nutrient compared to 'Fett'.
incorrect,102.jpeg,Kohlenhydrate,63,g,per_100g,Kohlenhydrate,1.1,g,per_100g,qty: got 1.1 expected 63
incorrect,102.jpeg,- davon Zucker,31,g,per_100g,-davon gesattigte,7.7,g,per_100g,nutrient: -davon gesattigte is not the same as - davon Zucker. | qty: got 7.7 expected 31
incorrect,102.jpeg,Eiweiß,5.9,g,per_100g,-davon gesattigte,1.1,g,per_100g,nutrient: Eiweiß and '-davon gesattigte' refer to different nutrients. | qty: got 1.1 expected 5.9
incorrect,102.jpeg,Energie,188,kJ,per_serving (1 Riegel* (12.5 g)),Fettsauren,1.1,g,per_100g,nutrient: The nutrient 'Energie' does not match with the expected nutrients listed in DOMAIN RULES. | qty: got 1.1 expected 188 | context: got per_100g expected per_serving (1 Riegel* (12.5 g))
incorrect,102.jpeg,Energie,45,kcal,per_serving (1 Riegel* (12.5 g)),Fettsauren,31,g,per_100g,nutrient: Energie is not equivalent to Fettsauren. | qty: got 31 expected 45 | context: got per_100g expected per_serving (1 Riegel* (12.5 g))
incorrect,102.jpeg,Fett,1.0,g,per_serving (1 Riegel* (12.5 g)),Kohlenhydrate,5.1,g,per_100g,nutrient: Fett and Kohlenhydrate are different nutrients. | qty: got 5.1 expected 1.0
incorrect,102.jpeg,- davon gesättigte Fettsäuren,0.1,g,per_serving (1 Riegel* (12.5 g)),Ballaststoffe,31,g,per_100g,nutrient: The nutrient '- davon gesättigte Fettsäuren' does not match 'Ballaststoffe'. | qty: got 31 expected 0.1 | context: got per_100g expected per_serving (1 Riegel* (12.5 g))
incorrect,102.jpeg,Kohlenhydrate,7.9,g,per_serving (1 Riegel* (12.5 g)),Salz,5.9,g,per_100g,nutrient: The nutrient 'Kohlenhydrate' does not match the context of per_serving. | context: got per_100g expected per_serving (1 Riegel* (12.5 g))
