image_id,gt,pred,match,qty_pct,unit_pct,ctx_pct,full3f_pct,full4f_pct
1.png,5,4,4,25,100,0,25,0
101.png,11,10,9,89,89,100,89,89
102.png,18,5,5,60,100,40,60,20
103.jpeg,18,6,6,83,100,100,83,83
104.jpeg,18,8,7,100,100,100,100,100
105.png,18,6,6,67,100,33,67,17
106.png,2,2,2,100,50,100,50,50
107.png,10,10,10,30,30,100,30,30
108.jpeg,11,11,11,55,73,0,55,0
109.jpeg,9,8,8,100,100,100,100,100
110.jpeg,6,2,2,100,100,100,100,100
111.jpeg,1,2,1,100,100,0,100,0
112.jpeg,1,1,1,100,0,0,0,0
113.jpeg,20,17,5,60,80,40,40,20
114.jpeg,20,7,6,83,100,67,83,50
115.png,9,9,3,100,100,100,100,100
116.jpeg,18,5,5,100,100,100,100,100
117.jpeg,9,7,6,100,83,100,83,83
118.jpeg,20,13,9,0,100,11,0,0
119.jpeg,20,4,1,100,100,100,100,100
12.png,16,8,4,100,100,0,50,0
120.jpeg,26,56,23,65,91,30,65,22
121.jpeg,20,9,2,100,100,0,100,0
15.png,42,8,4,50,75,100,25,25
17.png,4,4,3,100,67,100,67,67
2.png,16,6,6,0,67,100,0,0
20.png,48,63,36,39,64,42,8,6
201.jpeg,16,4,4,100,75,25,75,0
26.png,8,6,6,67,83,100,50,50
27.png,13,13,12,83,83,0,33,0
30.png,18,8,8,88,0,88,0,0
33.png,26,24,21,81,67,24,52,14
34.png,40,41,27,93,96,37,74,37
35.jpeg,4,4,4,50,100,50,50,50
4.png,8,7,5,20,80,80,20,20
41.png,8,6,6,83,83,100,83,83
42.png,18,7,7,100,100,43,57,14
45_1.png,18,7,6,100,0,83,0,0
45_2.png,8,7,7,86,86,86,57,57
51.png,18,6,5,80,0,80,0,0
53.png,18,6,6,67,67,83,50,50
56.jpeg,10,2,2,50,100,100,50,50
57.jpeg,10,4,2,100,100,100,100,100
59.png,28,12,12,58,67,83,17,8
6.png,6,6,6,100,100,100,100,100
61.png,22,17,17,41,88,100,41,41
63.png,22,8,8,50,88,88,50,38
64.png,8,8,8,100,100,100,100,100
67.jpeg,4,1,0,0,0,0,0,0
68.jpeg,34,8,3,0,100,33,0,0
78.jpeg,2,3,2,0,0,50,0,0
8.png,18,8,8,88,0,100,0,0
82.jpeg,12,5,5,20,100,40,0,0
88.png,16,5,5,20,100,80,20,0
9.jpeg,4,3,3,100,100,67,100,67
90.png,17,8,8,88,38,88,38,38
91.png,16,13,13,85,85,54,69,46
