image_id,status,ocr_tokens,corrector_edits,predicted_tuples,clf_nutrient,clf_quantity,clf_unit,clf_context,clf_via_embedding,vlm_backend,vlm_original_width,vlm_original_height,vlm_width,vlm_height,vlm_image_path,vlm_time_s,vlm_attempts,vlm_last_error,total_processing_time_s,error
1.png,ok,15,5,4,6,5,5,1,9,openai_compat,2682,1600,896,535,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\1_vlm_896x535.jpg,10.06,1,,16.869,
2.png,ok,23,8,6,8,12,8,2,8,openai_compat,2930,1440,896,440,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\2_vlm_896x440.jpg,7.81,1,,10.545,
4.png,ok,100,26,7,38,5,5,1,84,openai_compat,4396,960,896,196,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\4_vlm_896x196.jpg,19.35,4,,27.772,
6.png,ok,15,8,6,6,6,6,1,8,openai_compat,2572,1632,896,569,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\6_vlm_896x569.jpg,6.65,1,,8.81,
8.png,ok,18,3,8,9,6,0,2,10,openai_compat,2098,2048,896,875,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\8_vlm_896x875.jpg,13.15,1,,15.526,
9.jpeg,ok,12,3,3,7,3,3,2,7,openai_compat,325,92,325,92,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\9_vlm_325x92.jpg,6.02,1,,7.899,
12.png,ok,33,18,8,10,17,17,2,13,openai_compat,1536,1024,896,597,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\12_vlm_896x597.jpg,16.98,1,,21.686,
15.png,ok,13,4,8,5,0,0,2,9,openai_compat,3098,1376,896,398,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\15_vlm_896x398.jpg,21.25,1,,26.044,
17.png,ok,15,4,4,4,7,4,1,6,openai_compat,2704,1568,896,520,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\17_vlm_896x520.jpg,9.03,1,,11.459,
20.png,ok,116,45,63,28,49,41,3,41,openai_compat,2270,1888,896,745,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\20_vlm_896x745.jpg,112.51,3,,121.432,
26.png,ok,19,7,6,7,7,6,1,11,openai_compat,1536,1024,896,597,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\26_vlm_896x597.jpg,10.62,1,,13.136,
27.png,ok,38,13,13,12,12,11,2,16,openai_compat,1920,2206,780,896,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\27_vlm_780x896.jpg,15.01,1,,18.878,
30.png,ok,29,4,8,7,18,0,2,11,openai_compat,1760,2372,665,896,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\30_vlm_665x896.jpg,13.6,1,,16.938,
33.png,ok,51,23,24,14,24,22,3,15,openai_compat,2098,2048,896,875,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\33_vlm_896x875.jpg,28.49,1,,34.089,
34.png,ok,89,40,41,24,40,41,2,31,openai_compat,1600,2654,540,896,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\34_vlm_540x896.jpg,63.65,3,,70.97,
35.jpeg,ok,10,4,4,3,2,2,2,5,openai_compat,520,130,520,130,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\35_vlm_520x130.jpg,8.11,1,,9.865,
41.png,ok,17,5,6,7,5,4,1,11,openai_compat,2486,1728,896,623,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\41_vlm_896x623.jpg,11.08,1,,13.867,
42.png,ok,25,5,7,7,13,0,2,11,openai_compat,1984,2154,825,896,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\42_vlm_825x896.jpg,9.51,1,,13.222,
51.png,ok,29,15,6,10,16,14,1,12,openai_compat,3174,1312,896,370,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\51_vlm_896x370.jpg,11.68,1,,16.162,
53.png,ok,29,15,6,9,17,15,1,11,openai_compat,3054,1376,896,404,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\53_vlm_896x404.jpg,9.12,1,,14.054,
56.jpeg,ok,15,7,2,2,8,3,1,5,openai_compat,365,239,365,239,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\56_vlm_365x239.jpg,4.35,1,,6.116,
57.jpeg,ok,19,8,4,4,10,3,2,6,openai_compat,375,225,375,225,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\57_vlm_375x225.jpg,6.21,1,,8.084,
59.png,ok,50,22,12,16,21,19,2,21,openai_compat,2276,1856,896,731,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\59_vlm_896x731.jpg,16.27,1,,21.089,
61.png,ok,37,21,17,12,22,22,2,13,openai_compat,3638,1152,896,284,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\61_vlm_896x284.jpg,17.35,1,,23.816,
63.png,ok,37,20,8,10,22,22,2,13,openai_compat,3744,1120,896,268,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\63_vlm_896x268.jpg,11.0,1,,16.941,
64.png,ok,30,9,8,8,8,8,3,9,openai_compat,2186,1920,896,787,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\64_vlm_896x787.jpg,11.39,1,,15.122,
67.jpeg,ok,13,0,1,0,0,0,2,9,openai_compat,641,416,641,416,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\67_vlm_641x416.jpg,3.83,1,,7.142,
68.jpeg,ok,43,2,8,7,21,2,2,19,openai_compat,531,587,531,587,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\68_vlm_531x587.jpg,13.23,1,,18.432,
78.jpeg,ok,34,1,3,9,1,0,2,29,openai_compat,721,498,721,498,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\78_vlm_721x498.jpg,6.8,1,,14.246,
82.jpeg,ok,20,1,5,10,3,1,3,14,openai_compat,385,240,385,240,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\82_vlm_385x240.jpg,9.16,1,,11.193,
88.png,ok,24,13,5,7,15,12,2,7,openai_compat,2432,1758,896,648,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\88_vlm_896x648.jpg,7.95,1,,10.65,
90.png,ok,31,12,8,10,15,12,3,10,openai_compat,2532,1664,896,589,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\90_vlm_896x589.jpg,12.24,1,,16.535,
91.png,ok,32,13,13,10,15,12,2,15,openai_compat,2194,1952,896,797,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\91_vlm_896x797.jpg,16.16,1,,20.519,
101.png,ok,22,12,10,11,10,10,1,12,openai_compat,1792,2388,672,896,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\101_vlm_672x896.jpg,14.31,1,,17.172,
102.png,ok,29,20,5,9,18,18,2,11,openai_compat,2224,1888,896,761,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\102_vlm_896x761.jpg,7.93,1,,11.52,
103.jpeg,ok,33,14,6,13,14,12,2,16,openai_compat,233,229,233,229,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\103_vlm_233x229.jpg,9.78,1,,12.87,
104.jpeg,ok,33,14,8,10,17,14,2,13,openai_compat,251,237,251,237,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\104_vlm_251x237.jpg,11.45,1,,14.156,
105.png,ok,30,21,6,11,17,17,1,12,openai_compat,1884,2272,743,896,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\105_vlm_743x896.jpg,11.81,1,,15.361,
106.png,ok,24,2,2,9,2,2,0,17,openai_compat,1856,2284,728,896,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\106_vlm_728x896.jpg,5.04,1,,9.288,
107.png,ok,23,11,10,10,9,9,1,13,openai_compat,1792,2386,673,896,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\107_vlm_673x896.jpg,19.02,1,,22.008,
108.jpeg,ok,24,10,11,10,11,8,1,12,openai_compat,691,1075,576,896,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\108_vlm_576x896.jpg,19.3,1,,23.217,
109.jpeg,ok,19,11,8,8,9,9,1,9,openai_compat,712,950,672,896,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\109_vlm_672x896.jpg,14.54,1,,17.513,
110.jpeg,ok,22,6,2,2,6,6,2,6,openai_compat,1236,783,896,568,outputs\vlm_lmstudio_vGemma3_5\vlm_resized_images\110_vlm_896x568.jpg,5.32,1,,8.61,
