image_id,gt,pred,match,qty_pct,unit_pct,ctx_pct,full3f_pct,full4f_pct
1.png,5,5,4,100,100,100,100,100
101.png,11,10,7,71,86,100,71,71
102.png,18,21,9,56,78,56,56,44
103.jpeg,18,23,14,57,71,100,50,50
104.jpeg,18,21,14,64,71,93,64,64
105.png,18,16,10,50,100,70,50,40
106.png,2,8,2,50,50,0,50,0
107.png,10,16,7,86,71,100,71,71
108.jpeg,11,18,6,67,67,100,67,67
109.jpeg,9,13,5,80,80,100,80,80
110.jpeg,6,6,4,100,100,100,100,100
111.jpeg,1,2,1,100,0,0,0,0
112.jpeg,1,2,0,0,0,0,0,0
113.jpeg,20,22,12,42,92,83,42,42
114.jpeg,20,22,13,77,92,92,77,77
115.png,9,14,6,67,67,100,67,67
116.jpeg,18,16,10,80,80,90,80,80
117.jpeg,9,6,5,40,40,100,20,20
118.jpeg,20,15,10,0,80,30,0,0
119.jpeg,20,11,7,0,100,14,0,0
12.png,16,11,11,100,100,100,100,100
120.jpeg,26,72,13,92,69,100,62,62
121.jpeg,20,23,12,75,83,92,75,75
15.png,42,15,12,83,100,100,83,83
17.png,4,7,3,100,100,100,100,100
2.png,16,14,13,62,85,54,54,31
20.png,48,66,39,46,54,82,33,33
201.jpeg,16,10,8,62,75,62,62,25
26.png,8,7,6,33,83,100,33,33
27.png,13,21,11,82,73,100,64,64
30.png,18,16,16,88,69,94,62,62
33.png,26,26,21,86,86,86,81,76
34.png,40,54,38,82,92,92,82,79
35.jpeg,4,3,3,67,67,67,67,67
4.png,8,45,6,67,83,100,67,67
41.png,8,7,6,67,83,100,50,50
42.png,18,10,10,70,50,40,30,20
45_1.png,18,12,12,58,67,75,50,42
45_2.png,8,7,6,67,67,100,67,67
51.png,18,14,10,80,80,70,70,50
53.png,18,14,13,77,69,62,69,38
56.jpeg,10,6,2,0,100,50,0,0
57.jpeg,10,12,2,50,100,50,50,0
59.png,28,30,21,81,76,95,76,76
6.png,6,6,5,100,100,100,100,100
61.png,22,15,14,71,93,71,71,71
63.png,22,15,14,71,93,71,71,71
64.png,8,8,8,100,75,100,75,75
67.jpeg,4,0,0,0,0,0,0,0
68.jpeg,34,18,8,0,25,50,0,0
78.jpeg,2,4,1,0,0,100,0,0
8.png,18,11,11,36,55,91,18,18
82.jpeg,12,5,5,0,20,60,0,0
88.png,16,13,9,22,100,44,22,22
9.jpeg,4,3,3,0,0,33,0,0
90.png,17,20,16,75,75,81,69,62
91.png,16,22,15,73,80,80,67,67
