tag,image_id,gt_nutrient,gt_quantity,gt_unit,gt_context,pred_nutrient,pred_quantity,pred_unit,pred_context,reason
incorrect,1.png,Magnesium (gesamt),400,mg,per_daily_dose,Magnesium,400,mg,,nutrient: specificity rule violated: 'Magnesium' is less specific than 'Magnesium (gesamt)' | context: got None expected per_daily_dose
incorrect,1.png,Magnesiumsalze der Citronensäure,420,mg,per_daily_dose,Magnesium,1070,mg,,nutrient: Specificity rule violated: 'Magnesium' vs 'Magnesiumsalze der Citronensäure' | qty: got 1070 expected 420 | context: got None expected per_daily_dose
incorrect,1.png,Magnesiumoxid,400,mg,per_daily_dose,Magnesiumoxid,400,mg,,context: got None expected per_daily_dose
incorrect,1.png,Magnesiumbisglycinat,350,mg,per_daily_dose,Magnesium,,,,nutrient: Specificity rule violated: 'Magnesiumbisglycinat' is more specific than 'Magnesium'. | qty: got None expected 350 | unit: got None expected mg | context: got None expected per_daily_dose
incorrect,1.png,Magnesiummalat,333,mg,per_daily_dose,Magnesiummalat,420,mg,,qty: got 420 expected 333 | context: got None expected per_daily_dose
incorrect,101.png,Energie,1625,kJ,per_100g,Energie,,,,qty: got None expected 1625 | unit: got None expected kJ | context: got None expected per_100g
missing,101.png,Energie,383,kcal,per_100g,,,,,nutrient not found in predictions
incorrect,101.png,Fett,0.8,g,per_100g,Fett,0.89,,per_100g,qty: got 0.89 expected 0.8 | unit: got None expected g
incorrect,101.png,- davon gesättigte Fettsäuren,< 0.1,g,per_100g,gesättigte Fettsäuren,"<0,19",,per_100g,"qty: got <0,19 expected < 0.1 | unit: got None expected g"
incorrect,101.png,Kohlenhydrate,86.1,g,per_100g,Kohlenhydrate,86.19,,per_100g,qty: got 86.19 expected 86.1 | unit: got None expected g
incorrect,101.png,Ballaststoffe,3.0,g,per_100g,Ballaststoffe,3.09,,per_100g,qty: got 3.09 expected 3.0 | unit: got None expected g
incorrect,101.png,Eiweiß,6.3,g,per_100g,Eiweiß,6.39,,per_100g,qty: got 6.39 expected 6.3 | unit: got None expected g
incorrect,101.png,Salz,0.09,g,per_100g,Salz,0.099,,per_100g,qty: got 0.099 expected 0.09 | unit: got None expected g
incorrect,101.png,Thiamin,0.44,mg,per_100g,Thiamin,,,,qty: got None expected 0.44 | unit: got None expected mg | context: got None expected per_100g
incorrect,102.png,Energie,1502,kJ,per_100g,Energie,1.09,,,qty: got 1.09 expected 1502 | unit: got None expected kJ | context: got None expected per_100g
incorrect,102.png,Energie,356,kcal,per_100g,Energie,1.79,,,qty: got 1.79 expected 356 | unit: got None expected kcal | context: got None expected per_100g
incorrect,102.png,Fett,7.7,g,per_100g,Fett,0.19,,,qty: got 0.19 expected 7.7 | unit: got None expected g | context: got None expected per_100g
incorrect,102.png,- davon gesättigte Fettsäuren,1.1,g,per_100g,Fett,1.19,,,nutrient: Fett vs Fettsaeuren | qty: got 1.19 expected 1.1 | unit: got None expected g | context: got None expected per_100g
incorrect,102.png,Kohlenhydrate,63,g,per_100g,Kohlenhydrate,3.99,,,qty: got 3.99 expected 63 | unit: got None expected g | context: got None expected per_100g
incorrect,102.png,- davon Zucker,31,g,per_100g,davon Zucker,0.69,,,qty: got 0.69 expected 31 | unit: got None expected g | context: got None expected per_100g
incorrect,102.png,Ballaststoffe,5.1,g,per_100g,Ballaststoffe,0.79,,,qty: got 0.79 expected 5.1 | unit: got None expected g | context: got None expected per_100g
incorrect,102.png,Eiweiß,5.9,g,per_100g,Eiweiß,0.029,,,qty: got 0.029 expected 5.9 | unit: got None expected g | context: got None expected per_100g
incorrect,102.png,Salz,0.14,g,per_100g,Salz,,,,qty: got None expected 0.14 | unit: got None expected g | context: got None expected per_100g
missing,102.png,Energie,188,kJ,per_serving (1 Riegel* (12.5 g)),,,,,nutrient not found in predictions
missing,102.png,Energie,45,kcal,per_serving (1 Riegel* (12.5 g)),,,,,nutrient not found in predictions
incorrect,102.png,Fett,1.0,g,per_serving (1 Riegel* (12.5 g)),Fettsäuren,7.99,,,nutrient: Nutrient 'Fett' does not match 'Fettsäuren'. | qty: got 7.99 expected 1.0 | unit: got None expected g | context: got None expected per_serving (1 Riegel* (12.5 g))
incorrect,102.png,- davon gesättigte Fettsäuren,0.1,g,per_serving (1 Riegel* (12.5 g)),Fettsäuren,639,,,nutrient: specificity rule violated: 'Fettsäuren' vs 'davon gesättigte Fettsäuren' | qty: got 639 expected 0.1 | unit: got None expected g | context: got None expected per_serving (1 Riegel* (12.5 g))
incorrect,102.png,Kohlenhydrate,7.9,g,per_serving (1 Riegel* (12.5 g)),Kohlenhydrate,31,g,,qty: got 31 expected 7.9 | context: got None expected per_serving (1 Riegel* (12.5 g))
incorrect,102.png,- davon Zucker,3.9,g,per_serving (1 Riegel* (12.5 g)),davon Zucker,5.19,,,qty: got 5.19 expected 3.9 | unit: got None expected g | context: got None expected per_serving (1 Riegel* (12.5 g))
incorrect,102.png,Ballaststoffe,0.6,g,per_serving (1 Riegel* (12.5 g)),Ballaststoffe,5.99,,,qty: got 5.99 expected 0.6 | unit: got None expected g | context: got None expected per_serving (1 Riegel* (12.5 g))
incorrect,102.png,Eiweiß,0.7,g,per_serving (1 Riegel* (12.5 g)),Eiweiß,0.149,,,qty: got 0.149 expected 0.7 | unit: got None expected g | context: got None expected per_serving (1 Riegel* (12.5 g))
missing,102.png,Salz,0.02,g,per_serving (1 Riegel* (12.5 g)),,,,,nutrient not found in predictions
incorrect,103.jpeg,Energie,1383,kJ,per_100g,Energie,328,kcal,per_100g,qty: got 328 expected 1383 | unit: got kcal expected kJ
missing,103.jpeg,Energie,328,kcal,per_100g,,,,,nutrient not found in predictions
incorrect,103.jpeg,davon gesättigte Fettsäuren,0.4,g,per_100g,Fettsäuren,0.49,kcal,per_100g,nutrient: specificity mismatch: 'Fettsäuren' vs 'davon gesättigte Fettsäuren' | qty: got 0.49 expected 0.4 | unit: got kcal expected g
incorrect,103.jpeg,Kohlenhydrate,51,g,per_100g,Kohlenhydrate,0.49,kcal,per_100g,qty: got 0.49 expected 51 | unit: got kcal expected g
incorrect,103.jpeg,davon Zucker,51,g,per_100g,davon Zucker,519,kcal,per_100g,qty: got 519 expected 51 | unit: got kcal expected g
incorrect,103.jpeg,Ballaststoffe,16,g,per_100g,Ballaststoffe,6.1,g,per_100g,qty: got 6.1 expected 16
incorrect,103.jpeg,Eiweiß,7.7,g,per_100g,Eiweiß,51,g,per_100g,qty: got 51 expected 7.7
incorrect,103.jpeg,Salz,0,g,per_100g,Salz,6.19,kcal,per_100g,qty: got 6.19 expected 0 | unit: got kcal expected g
missing,103.jpeg,Energie,166,kJ,per_serving (pro Port. (12g)),,,,,nutrient not found in predictions
missing,103.jpeg,Energie,39,kcal,per_serving (pro Port. (12g)),,,,,nutrient not found in predictions
incorrect,103.jpeg,Fett,0.4,g,per_serving (pro Port. (12g)),Fett,7.7,g,per_100g,qty: got 7.7 expected 0.4 | context: got per_100g expected per_serving (pro Port. (12g))
incorrect,103.jpeg,davon gesättigte Fettsäuren,0,g,per_serving (pro Port. (12g)),Fett,0.99,kcal,per_100g,nutrient: Nutrient does not match due to specificity rule violation. | qty: got 0.99 expected 0 | unit: got kcal expected g | context: got per_100g expected per_serving (pro Port. (12g))
missing,103.jpeg,Kohlenhydrate,6.1,g,per_serving (pro Port. (12g)),,,,,nutrient not found in predictions
missing,103.jpeg,davon Zucker,6.1,g,per_serving (pro Port. (12g)),,,,,nutrient not found in predictions
missing,103.jpeg,Ballaststoffe,1.9,g,per_serving (pro Port. (12g)),,,,,nutrient not found in predictions
missing,103.jpeg,Eiweiß,0.9,g,per_serving (pro Port. (12g)),,,,,nutrient not found in predictions
incorrect,103.jpeg,Salz,0,g,per_serving (pro Port. (12g)),Salz,169,kcal,per_100g,qty: got 169 expected 0 | unit: got kcal expected g | context: got per_100g expected per_serving (pro Port. (12g))
incorrect,104.jpeg,Energie,1528,kJ,per_100g,Energie,361,kcal,per_100g,qty: got 361 expected 1528 | unit: got kcal expected kJ
incorrect,104.jpeg,Energie,361,kcal,per_100g,Energie,0.1,g,per_100g,qty: got 0.1 expected 361 | unit: got g expected kcal
incorrect,104.jpeg,Fett,2.6,g,per_100g,Fett,2.69,kcal,per_100g,qty: got 2.69 expected 2.6 | unit: got kcal expected g
incorrect,104.jpeg,davon gesättigte Fettsäuren,0.6,g,per_100g,Fettsäuren,0.69,kcal,per_100g,nutrient: specificity rule violated: 'Fettsäuren' vs 'davon gesättigte Fettsäuren' | qty: got 0.69 expected 0.6 | unit: got kcal expected g
incorrect,104.jpeg,Kohlenhydrate,72,g,per_100g,Kohlenhydrate,729,kcal,per_100g,qty: got 729 expected 72 | unit: got kcal expected g
incorrect,104.jpeg,davon Zucker,72,g,per_100g,davon Zucker,10,g,per_100g,qty: got 10 expected 72
incorrect,104.jpeg,Ballaststoffe,10,g,per_100g,Ballaststoffe,729,kcal,per_100g,qty: got 729 expected 10 | unit: got kcal expected g
incorrect,104.jpeg,Eiweiß,3.2,g,per_100g,Eiweiß,109,kcal,per_100g,qty: got 109 expected 3.2 | unit: got kcal expected g
incorrect,104.jpeg,Salz,0.1,g,per_100g,Salz,109,kcal,per_100g,qty: got 109 expected 0.1 | unit: got kcal expected g
missing,104.jpeg,Energie,214,kJ,per_serving (pro Port. (14g)),,,,,nutrient not found in predictions
missing,104.jpeg,Energie,51,kcal,per_serving (pro Port. (14g)),,,,,nutrient not found in predictions
