image_id,gt,pred,match,qty_pct,unit_pct,ctx_pct,full3f_pct,full4f_pct
1.png,5,4,4,100,100,25,100,25
101.png,11,10,7,71,71,29,71,14
102.png,18,9,6,0,17,33,0,0
103.jpeg,18,23,14,43,71,57,29,21
104.jpeg,18,21,14,43,64,57,36,29
105.png,18,10,6,50,83,33,50,33
106.png,2,8,1,100,100,0,100,0
107.png,10,10,7,0,0,43,0,0
108.jpeg,11,10,6,67,67,100,67,67
109.jpeg,9,9,5,60,60,100,60,60
110.jpeg,6,4,2,100,100,50,100,50
111.jpeg,1,2,1,100,0,0,0,0
112.jpeg,1,2,0,0,0,0,0,0
113.jpeg,20,19,11,36,91,36,36,18
114.jpeg,20,18,12,75,92,33,75,25
115.png,9,9,6,0,33,33,0,0
116.jpeg,18,14,9,89,89,56,89,44
117.jpeg,9,6,5,40,20,100,20,20
118.jpeg,20,14,9,0,67,67,0,0
119.jpeg,20,11,7,0,86,57,0,0
12.png,16,1,0,0,0,0,0,0
120.jpeg,26,51,13,85,62,54,54,38
121.jpeg,20,19,11,73,91,55,73,36
15.png,42,6,4,0,0,0,0,0
17.png,4,7,3,100,100,0,100,0
2.png,16,9,8,38,50,38,38,0
20.png,48,36,21,19,38,33,10,10
201.jpeg,16,10,0,0,0,0,0,0
26.png,8,7,6,0,0,0,0,0
27.png,13,12,5,0,20,20,0,0
30.png,18,14,14,79,0,21,0,0
33.png,26,19,16,69,75,19,69,6
34.png,40,34,32,81,88,22,81,6
35.jpeg,4,3,3,67,67,67,67,67
4.png,8,39,7,43,57,0,43,0
41.png,8,7,6,17,17,33,17,0
42.png,18,8,8,12,0,12,0,0
45_1.png,18,8,8,0,0,0,0,0
45_2.png,8,7,6,50,50,17,50,0
51.png,18,8,0,0,0,0,0,0
53.png,18,8,0,0,0,0,0,0
56.jpeg,10,6,2,50,100,50,50,50
57.jpeg,10,12,2,50,100,50,50,0
59.png,28,12,5,20,20,40,20,20
6.png,6,5,5,20,20,0,20,0
61.png,22,14,0,0,0,0,0,0
63.png,22,14,0,0,0,0,0,0
64.png,8,8,6,100,83,0,83,0
67.jpeg,4,1,0,0,0,0,0,0
68.jpeg,34,18,0,0,0,0,0,0
78.jpeg,2,4,1,0,0,0,0,0
8.png,18,11,11,36,0,27,0,0
82.jpeg,12,5,5,0,0,0,0,0
88.png,16,7,5,0,40,20,0,0
9.jpeg,4,3,3,0,0,67,0,0
90.png,17,9,6,0,17,50,0,0
91.png,16,9,8,75,62,0,50,0
