image_id,gt_nutrient,pred_nutrient,gt_qty,pred_qty,gt_unit,pred_unit,gt_context,pred_context,qty_match,unit_match,ctx_match,full_match_3f,full_match_4f
1.jpeg,Magnesium (gesamt),Magnesium (gesamt,400,400,mg,mg,per_daily_dose,per_daily_dose,True,True,True,True,True
1.jpeg,Magnesiumsalze der Citronensäure,MMagnesiumoxid,420,350,mg,mg,per_daily_dose,per_daily_dose,False,True,True,False,False
1.jpeg,Magnesiumoxid,MMagnesiumoxid,400,400,mg,mg,per_daily_dose,per_daily_dose,True,True,True,True,True
1.jpeg,Magnesiumbisglycinat,Magnesiummalat,350,350,mg,mg,per_daily_dose,per_daily_dose,True,True,True,False,False
1.jpeg,Magnesiummalat,Magnesiummalat,333,333,mg,mg,per_daily_dose,per_daily_dose,True,True,True,True,True
101.jpeg,Energie,Energie,1625,,kJ,,per_100g,per_100g,False,False,True,False,False
101.jpeg,Energie,Fett,383,0.8,kcal,g,per_100g,per_100g,False,False,True,False,False
101.jpeg,Fett,"-davon gesattigte Fettsauren <0,1g",0.8,0.8,g,g,per_100g,per_100g,True,True,True,True,True
101.jpeg,- davon gesättigte Fettsäuren,Kohlenhydrate,< 0.1,86.1,g,g,per_100g,per_100g,False,True,True,False,False
101.jpeg,Kohlenhydrate,-davon Zucker,86.1,86.1,g,g,per_100g,per_100g,True,True,True,False,False
101.jpeg,- davon Zucker,-davon Zucker,8.9,8.9,g,g,per_100g,per_100g,True,True,True,True,True
101.jpeg,Ballaststoffe,Ballaststoffe,3.0,3.0,g,g,per_100g,per_100g,True,True,True,True,True
101.jpeg,Eiweiß,Salz,6.3,660'0,g,,per_100g,per_100g,False,False,True,False,False
101.jpeg,Salz,Thiamin,0.09,,g,,per_100g,per_100g,False,True,True,False,False
101.jpeg,Thiamin,Natrium,0.44,36,mg,mg,per_100g,per_100g,False,True,True,False,False
102.jpeg,Energie,Energie,1502,7.7,kJ,g,per_100g,per_100g,False,False,True,False,False
102.jpeg,Energie,Energie,356,1.0,kcal,g,per_100g,per_100g,False,False,True,False,False
102.jpeg,Fett,Fett,7.7,7.7,g,g,per_100g,per_100g,True,True,True,True,True
102.jpeg,- davon gesättigte Fettsäuren,Fett,1.1,1.1,g,g,per_100g,per_100g,True,True,True,False,False
102.jpeg,Kohlenhydrate,Kohlenhydrate,63,1.1,g,g,per_100g,per_100g,False,True,True,False,False
102.jpeg,- davon Zucker,-davon gesattigte,31,7.7,g,g,per_100g,per_100g,False,True,True,False,False
102.jpeg,Ballaststoffe,Ballaststoffe,5.1,5.1,g,g,per_100g,per_100g,True,True,True,True,True
102.jpeg,Eiweiß,-davon gesattigte,5.9,1.1,g,g,per_100g,per_100g,False,True,True,False,False
102.jpeg,Salz,Salz,0.14,0.14,g,g,per_100g,per_100g,True,True,True,True,True
102.jpeg,Energie,Fettsauren,188,1.1,kJ,g,per_serving (1 Riegel* (12.5 g)),per_100g,False,False,False,False,False
102.jpeg,Energie,Fettsauren,45,31,kcal,g,per_serving (1 Riegel* (12.5 g)),per_100g,False,False,False,False,False
102.jpeg,Fett,Kohlenhydrate,1.0,5.1,g,g,per_serving (1 Riegel* (12.5 g)),per_100g,False,True,False,False,False
102.jpeg,- davon gesättigte Fettsäuren,Ballaststoffe,0.1,31,g,g,per_serving (1 Riegel* (12.5 g)),per_100g,False,True,False,False,False
102.jpeg,Kohlenhydrate,Salz,7.9,5.9,g,g,per_serving (1 Riegel* (12.5 g)),per_100g,False,True,False,False,False
103.jpeg,Energie,Energie,1383,328,kJ,kcal,per_100g,,False,False,False,False,False
103.jpeg,Energie,Energie,328,3.7,kcal,kcal,per_100g,,False,True,False,False,False
103.jpeg,Fett,Fett,3.7,328,g,kcal,per_100g,,False,False,False,False,False
103.jpeg,davon gesättigte Fettsäuren,Fett,0.4,0.4,g,g,per_100g,,True,True,False,False,False
103.jpeg,Kohlenhydrate,Kohlenhydrate,51,51,g,g,per_100g,,True,True,False,True,False
103.jpeg,davon Zucker,davon Zucker,51,51,g,g,per_100g,,True,True,False,True,False
103.jpeg,Ballaststoffe,Ballaststoffe,16,7.7,g,g,per_100g,,False,True,False,False,False
103.jpeg,Eiweiß,davon gesattigte,7.7,0.4,g,g,per_100g,,False,True,False,False,False
103.jpeg,Salz,Salz,0,7.7,g,g,per_100g,,False,True,False,False,False
103.jpeg,Energie,davon gesattigte,166,3.7,kJ,kcal,per_serving (pro Port. (12g)),,False,False,False,False,False
103.jpeg,Energie,Fettsauren,39,0.4,kcal,g,per_serving (pro Port. (12g)),,False,False,False,False,False
103.jpeg,Fett,Fettsauren,0.4,51,g,g,per_serving (pro Port. (12g)),,False,True,False,False,False
103.jpeg,davon gesättigte Fettsäuren,Ballaststoffe,0,51,g,g,per_serving (pro Port. (12g)),,False,True,False,False,False
103.jpeg,Kohlenhydrate,Salz,6.1,66'0,g,g,per_serving (pro Port. (12g)),,False,True,False,False,False
104.jpeg,Energie,Energie,1528,361,kJ,kcal,per_100g,,False,False,False,False,False
104.jpeg,Energie,Energie,361,100,kcal,g,per_100g,,False,False,False,False,False
104.jpeg,Fett,Fett,2.6,361,g,kcal,per_100g,,False,False,False,False,False
104.jpeg,davon gesättigte Fettsäuren,Fett,0.6,2.6,g,kcal,per_100g,,False,False,False,False,False
104.jpeg,Kohlenhydrate,Kohlenhydrate,72,0.6,g,g,per_100g,,False,True,False,False,False
